country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	76.1473	77.1829	78.133	78.9481	79.6771	80.3687	81.0087	81.5647	82.0998	82.611	83.0974	83.5723	84.0396	84.4904	84.9265	85.3758
947	Sub-Saharan Africa	64.6903	66.5374	68.1802	69.6376	70.9323	72.1279	73.2774	74.267	75.2057	76.0802	76.8624	77.6194	78.3251	79.0008	79.6467	80.3017
1833	Northern Africa and Western Asia	77.2356	78.3336	79.3123	80.131	80.9089	81.6309	82.2834	82.9323	83.5213	84.0933	84.6595	85.2226	85.7738	86.3514	86.9305	87.487
921	Central and Southern Asia	73.7391	75.3834	76.7406	77.9559	79.0254	80.082	80.9623	81.7755	82.5701	83.3145	84.0059	84.709	85.3491	85.9983	86.7545	87.3739
1832	Eastern and South-Eastern Asia	80.7738	81.7914	82.6546	83.4593	84.1917	84.8831	85.5743	86.2363	86.8868	87.5256	88.1306	88.7759	89.3808	89.9927	90.5763	91.2083
1830	Latin America and the Caribbean	79.8261	80.8813	81.9174	82.7607	83.5766	84.3543	85.0591	85.7648	86.417	87.0995	87.7272	88.3378	88.9442	89.5561	90.1903	90.7928
927	Australia/New Zealand	86.6667	87.6901	88.6621	89.5284	90.3492	91.1566	92.0282	92.8094	93.612	94.4797	95.2168	95.9712	96.6941	97.5344	98.3352	99.162
1835	Oceania (excluding Australia and New Zealand)	70.9601	72.8835	74.4027	75.7398	76.8342	77.8958	78.7511	79.63	80.4761	81.2475	82.0329	82.7119	83.4088	84.111	84.8004	85.4231
1829	Europe and Northern America	82.6075	83.4428	84.3188	85.0417	85.7644	86.4665	87.1414	87.7796	88.4206	89.0984	89.7906	90.474	91.1891	91.839	92.4869	93.1125
903	Africa	66.6179	68.3032	69.8307	71.1871	72.4072	73.5055	74.5456	75.4403	76.2915	77.0126	77.7228	78.4069	79.0596	79.7026	80.3218	80.9335
935	Asia	77.3592	78.5417	79.5807	80.4387	81.2349	81.9992	82.6571	83.2761	83.8726	84.4601	85.0486	85.6051	86.1952	86.7707	87.3492	87.9305
908	Europe	82.7348	83.535	84.2999	85.0318	85.7477	86.4414	87.1127	87.735	88.3506	88.9856	89.6507	90.3029	90.983	91.6127	92.2262	92.8202
904	Latin America and the Caribbean	79.8261	80.8813	81.9174	82.7607	83.5766	84.3543	85.0591	85.7648	86.417	87.0995	87.7272	88.3378	88.9442	89.5561	90.1903	90.7928
905	Northern America	83.3211	84.364	85.6341	86.5417	87.3593	88.1956	88.9542	89.7297	90.5057	91.2326	91.9893	92.6482	93.4164	94.2111	94.983	95.6509
909	Oceania	82.3879	83.5507	84.5183	85.3157	86.0292	86.7323	87.3612	88.0292	88.6294	89.2589	89.8169	90.4239	90.9998	91.6092	92.3443	93.0404
901	More developed regions	83.2954	84.101	84.936	85.6332	86.3214	86.9866	87.6419	88.2675	88.9071	89.5526	90.2201	90.874	91.5631	92.1715	92.8114	93.4396
902	Less developed regions	74.5559	75.7536	76.8481	77.7825	78.6123	79.3766	80.087	80.6982	81.2484	81.7737	82.2827	82.7822	83.262	83.7106	84.1377	84.5929
941	Least developed countries	68.616	70.2626	71.7183	72.9982	74.1572	75.2321	76.2102	77.0836	77.8706	78.5906	79.2527	79.8918	80.4788	81.0231	81.5514	82.1311
934	Less developed regions, excluding least developed countries	75.8854	77.0465	78.0927	78.9934	79.8058	80.5752	81.2733	81.9024	82.4886	83.0548	83.6029	84.1673	84.703	85.2403	85.6899	86.1821
948	Less developed regions, excluding China	73.0034	74.2787	75.4321	76.4448	77.3661	78.22	78.9539	79.639	80.2598	80.8225	81.3684	81.8949	82.3851	82.8505	83.3334	83.8084
1636	Land-locked Developing Countries (LLDC)	69.6307	71.3026	72.7519	73.9876	75.0972	76.079	76.9725	77.8054	78.6096	79.3254	80.0422	80.7169	81.3571	81.9574	82.549	83.1314
1637	Small Island Developing States (SIDS)	76.1795	77.4994	78.6483	79.555	80.3446	81.0259	81.6105	82.204	82.7658	83.2703	83.7725	84.2701	84.7519	85.2167	85.6961	86.1887
1503	High-income countries	84.463	85.2392	86.0377	86.6854	87.332	87.9218	88.5282	89.0941	89.6928	90.3087	90.9042	91.5319	92.1648	92.7674	93.3919	94.0117
1517	Middle-income countries	75.4315	76.5665	77.6165	78.5256	79.3671	80.1259	80.8536	81.4839	82.1045	82.6693	83.2025	83.757	84.2604	84.7765	85.2518	85.7196
1502	Upper-middle-income countries	79.9653	81.0766	82.0332	82.8789	83.6745	84.4149	85.1465	85.8554	86.4641	87.1122	87.7541	88.3537	88.9566	89.5646	90.0748	90.703
1501	Lower-middle-income countries	72.131	73.5029	74.726	75.8101	76.8302	77.7564	78.5878	79.3666	80.1337	80.7767	81.4341	82.0067	82.5747	83.0986	83.6369	84.1477
1500	Low-income countries	67.6344	69.4188	70.9569	72.3172	73.4926	74.5609	75.5464	76.4128	77.261	77.9924	78.6992	79.4102	80.0747	80.6846	81.2957	81.9098
