country_code	name	age	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	0	0.145288764	0.131381468	0.123964432	0.103677116	0.094104975	0.084345803	0.074352766	0.06594629	0.06203897	0.056213911	0.04850901	0.040036915	0.03260583	0.027732251	0.024198097	0.02127746	0.018786829	0.016717656	0.014989028	0.013554873	0.012376533	0.011396156	0.010566963	0.009843249	0.00922947	0.008694691	0.008237391	0.007839027	0.007496374	0.007184902
900	World	1	0.023034637	0.020262729	0.018805079	0.015189143	0.013013539	0.011468295	0.009719212	0.008334383	0.007859501	0.006986732	0.005675996	0.004291033	0.003270877	0.002731115	0.002458703	0.002219093	0.001993259	0.00178854	0.001603059	0.001439695	0.001299258	0.00117655	0.001068234	0.000969481	0.000885286	0.00081083	0.000745385	0.000687127	0.000637432	0.000592543
900	World	5	0.006395956	0.005637733	0.005102728	0.003630538	0.003211381	0.002488683	0.002353793	0.002244846	0.001734495	0.001543346	0.001497315	0.001355904	0.001132042	0.000955976	0.000852426	0.000779159	0.000718545	0.000660006	0.000602303	0.000546424	0.000494192	0.000450718	0.000411917	0.000377598	0.000347349	0.000319575	0.000294805	0.000272163	0.000252253	0.000234207
900	World	10	0.003745148	0.003196942	0.002896564	0.001967435	0.001731376	0.001445821	0.001230258	0.001186823	0.001148176	0.000996008	0.000953677	0.000906207	0.000804971	0.000716589	0.000645516	0.000583984	0.000535973	0.000495998	0.000456909	0.00042021	0.00038518	0.000353338	0.000325685	0.000301325	0.00027963	0.00026026	0.000242433	0.000225665	0.000210567	0.000197042
900	World	15	0.004386559	0.003755542	0.003278692	0.00239855	0.001985808	0.001826209	0.001572787	0.001470777	0.001437946	0.001385473	0.001272711	0.001131315	0.001015211	0.000919761	0.000847079	0.000768808	0.000701913	0.000650445	0.000607819	0.000567176	0.000527177	0.000489057	0.00045471	0.000424211	0.000397775	0.000373865	0.000351866	0.000330492	0.000310992	0.000292828
900	World	20	0.005336508	0.004603908	0.004009058	0.003103994	0.002478406	0.002262101	0.002003214	0.001846014	0.001755561	0.001754469	0.001726168	0.001499441	0.00126463	0.001166631	0.001104631	0.001030511	0.000948814	0.000879334	0.00082432	0.000780631	0.000736075	0.000690963	0.000647822	0.000607378	0.000572368	0.000541429	0.000512562	0.000483714	0.000457383	0.000432153
900	World	25	0.00607089	0.005373709	0.00474713	0.003677391	0.002949546	0.002496546	0.002189956	0.002036026	0.001918478	0.001913801	0.001965877	0.001791371	0.001442752	0.001272793	0.001238926	0.001185287	0.001119509	0.001045396	0.000979215	0.000929125	0.000886666	0.000842629	0.000797348	0.0007528	0.000711001	0.000673946	0.000639942	0.000605907	0.000574663	0.000543971
900	World	30	0.007080953	0.006081944	0.00554096	0.004301015	0.003409185	0.002886187	0.00241305	0.00222489	0.002150265	0.002138331	0.002171333	0.002024853	0.001703621	0.001468318	0.0013832	0.001352582	0.001302363	0.001241235	0.00116851	0.001104289	0.001051609	0.001007626	0.000961356	0.00091242	0.000864234	0.000818324	0.000775843	0.000735025	0.000696661	0.000659217
900	World	35	0.008096955	0.007326709	0.006358811	0.005042601	0.003997111	0.003417265	0.002951526	0.002610054	0.002518518	0.002549527	0.0025362	0.002310891	0.002003341	0.00184161	0.001709036	0.001617171	0.001587909	0.001536709	0.001471917	0.00139712	0.001324879	0.001267207	0.001218309	0.001165096	0.001109514	0.001054145	0.000999729	0.000947211	0.000898705	0.000852205
900	World	40	0.009366657	0.00845882	0.007793649	0.00597561	0.004863876	0.004158621	0.003731686	0.003384531	0.003162499	0.003131906	0.003135187	0.002825453	0.002422656	0.002283984	0.002222179	0.002074172	0.001975393	0.001950698	0.001892846	0.001824	0.001736636	0.001655099	0.001589852	0.001533281	0.001471789	0.001407163	0.001340613	0.001272907	0.001210899	0.001152051
900	World	45	0.011072873	0.009763184	0.00934645	0.00787364	0.006241159	0.005496016	0.005007554	0.004646451	0.004403563	0.00417754	0.004106422	0.003799674	0.003288993	0.00304832	0.002994393	0.002922843	0.002745864	0.002624636	0.002595105	0.002526172	0.002433918	0.00231971	0.002211291	0.002126378	0.002052933	0.001974065	0.001887902	0.001796935	0.001709896	0.001627842
900	World	50	0.013530479	0.012490281	0.011621189	0.010336962	0.008900109	0.007664546	0.007145059	0.006652342	0.006400719	0.006068369	0.005760058	0.005358833	0.004852378	0.004500011	0.004282076	0.004199898	0.004097467	0.003866335	0.003699799	0.003659532	0.003553605	0.00341968	0.003254146	0.003098507	0.002977176	0.002873641	0.002759069	0.002631363	0.00250531	0.002381591
900	World	55	0.01911945	0.017794659	0.016564145	0.014091635	0.012877933	0.011582814	0.010622637	0.010066158	0.009684791	0.0092592	0.008745779	0.007979464	0.007320861	0.006880368	0.006472684	0.006163543	0.006016006	0.005860178	0.005532841	0.005309799	0.005226402	0.005067702	0.004870589	0.004628106	0.00440392	0.004231112	0.00407471	0.003899174	0.003717918	0.00353315
900	World	60	0.029494102	0.027330281	0.02529223	0.021060613	0.019187558	0.017623988	0.016737024	0.01570922	0.01513453	0.014424049	0.013771186	0.012606802	0.011410781	0.010733341	0.010254402	0.009671428	0.009207526	0.008956834	0.008699312	0.008261385	0.007925229	0.00777936	0.007548163	0.007262236	0.006910416	0.006589288	0.006331575	0.006089957	0.005840414	0.005572328
900	World	65	0.044181491	0.041476702	0.038564611	0.03221985	0.029832996	0.027339108	0.026104229	0.025198797	0.023788266	0.022646431	0.021749026	0.020271783	0.018457605	0.017027729	0.016390316	0.015577527	0.01480205	0.014155626	0.013665826	0.013273645	0.012704803	0.012254976	0.011983555	0.011648516	0.011264676	0.010813904	0.010369243	0.009965162	0.009609061	0.009254884
900	World	70	0.067128976	0.063823455	0.058937377	0.050836077	0.047747343	0.044154841	0.041910491	0.040287143	0.038254157	0.036393277	0.034895388	0.032659182	0.029996013	0.027787743	0.026572667	0.02539251	0.024280225	0.023253582	0.022315443	0.021625607	0.020910781	0.02022395	0.019650744	0.019127421	0.018618701	0.018070767	0.017446293	0.016788799	0.016198118	0.015668174
900	World	75	0.1014363	0.097519233	0.089870534	0.08003138	0.075926556	0.070626968	0.067128508	0.064276859	0.061219352	0.058631271	0.056129517	0.052401215	0.04844344	0.045091221	0.043287761	0.041468534	0.039683695	0.038137301	0.036740617	0.035585699	0.034450663	0.033385693	0.032459821	0.03162391	0.030812249	0.029977328	0.029067615	0.028099297	0.027195652	0.026335535
900	World	80	0.150062576	0.145833631	0.134375148	0.123450275	0.118313739	0.11080298	0.105545163	0.100780855	0.0963387	0.0929018	0.08887226	0.082862405	0.077160324	0.072211549	0.069615025	0.066883707	0.064088505	0.061822082	0.059802156	0.057914179	0.056150743	0.054536808	0.053071632	0.051763219	0.050493777	0.049252206	0.047971284	0.046589837	0.045240971	0.043870356
900	World	85	0.215800534	0.211841674	0.1956199	0.185051252	0.179133411	0.16906451	0.161560124	0.154080961	0.147936783	0.143654411	0.137482561	0.128239136	0.120381118	0.113366047	0.10978749	0.105844443	0.101625149	0.098433114	0.095630932	0.092653267	0.090003207	0.087639848	0.085393541	0.083408561	0.081483273	0.079702391	0.07798488	0.076101826	0.074159927	0.072038
900	World	90	0.299503332	0.296627182	0.275196227	0.267165794	0.261063672	0.248505014	0.238497133	0.227623193	0.219665843	0.214762313	0.205918776	0.192564147	0.182372723	0.17297119	0.168327169	0.162941831	0.156900289	0.152648674	0.148979485	0.144519479	0.140725467	0.137431811	0.13414495	0.131269085	0.128478735	0.126053812	0.123906224	0.121499678	0.118846063	0.115701246
900	World	95	0.398717957	0.397754897	0.371622884	0.36852069	0.3631037	0.348751896	0.336464635	0.322024695	0.312531696	0.307487663	0.295822457	0.277979429	0.265751462	0.254031198	0.248457169	0.241622237	0.23356007	0.228299897	0.223845984	0.217615377	0.21253041	0.208238346	0.203728135	0.199818083	0.196020421	0.192947059	0.190511637	0.187695969	0.184321047	0.179939976
