country_code	name	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	last.observed
901	More developed regions	2.820129859	2.793600612	2.65962538	2.384311262	2.155940509	1.91938959	1.843846201	1.809229352	1.669345338	1.56500036	1.576829372	1.675154995	1.667225792	1.64332876	2018
902	Less developed regions	6.079123728	5.939077453	6.127004994	6.038370532	5.405960664	4.577079796	4.161994656	3.90486353	3.339040569	3.044037458	2.866007082	2.748983814	2.656101935	2.592618432	2018
941	Least developed countries	6.531956209	6.6019101	6.700243885	6.760015347	6.75217223	6.667502891	6.529387616	6.173171547	5.752275437	5.378101482	5.001616826	4.647253524	4.31101783	4.003148426	2018
934	Other less developed countries	6.020919316	5.851579967	6.050089057	5.94519514	5.233813082	4.311636521	3.869719845	3.630816979	3.040569827	2.73955624	2.568294592	2.461760251	2.378281735	2.325018665	2018
948	Less developed regions, excluding China	6.060062231	6.137374159	6.129742618	5.9666877	5.672396618	5.271020514	4.918945069	4.462340819	4.013561106	3.640075464	3.355355126	3.145908858	2.967189385	2.835919628	2018
1636	Land-locked Developing Countries (LLDC)	6.21812033	6.310252107	6.411644629	6.281946788	6.239610003	6.132631989	6.037592495	5.885230156	5.548545112	5.220357539	4.876105954	4.625612916	4.328536116	3.982968251	2018
1637	Small Island Developing States (SIDS)	5.545142589	5.507317968	5.652212245	5.114461057	4.534184871	3.860851777	3.62633052	3.357986437	3.100111619	2.929242054	2.778235175	2.645728718	2.552347605	2.451620428	2018
1503	High-income countries	2.986484204	3.014569591	2.944556676	2.65205274	2.34409214	2.057699293	1.937885669	1.85383523	1.817132907	1.732557034	1.707967937	1.763480522	1.723269378	1.674514818	2018
1517	Middle-income countries	5.684039414	5.52596299	5.703273415	5.632839532	5.042604748	4.235152822	3.847435937	3.629984327	3.035129473	2.738144067	2.574365785	2.468930785	2.391212235	2.346370565	2018
1502	Upper-middle-income countries	5.568978494	5.212060297	5.536912262	5.502731521	4.593199895	3.408815031	2.982282833	2.953449771	2.221643138	1.956282944	1.849811838	1.831519569	1.870384934	1.899212633	2018
1501	Lower-middle-income countries	5.820695766	5.900524433	5.902092428	5.801270413	5.586729174	5.22847713	4.906629518	4.461899908	4.005029486	3.62092672	3.33210264	3.086512591	2.857635655	2.710543292	2018
1500	Low-income countries	6.416185358	6.566104751	6.543407671	6.658377287	6.682130379	6.609525837	6.604109394	6.454712143	6.198359906	5.933348073	5.610261081	5.288358285	4.909712541	4.519616286	2018
1518	No income group available	6.102323176	6.041316639	5.9722698	5.464115745	4.363040493	3.528683419	3.07358218	2.960539872	2.682313192	2.599514871	2.615390809	2.608588365	2.583479205	2.485246526	2018
910	Eastern Africa	6.987976673	6.987923159	7.077529317	7.098857181	7.136810075	7.106058991	6.999050257	6.781500959	6.377411092	6.093514994	5.756532872	5.377276983	4.904518615	4.434965689	2018
108	Burundi	6.801	6.857	7.05	7.23	7.26	7.4	7.38	7.46	7.3	7.05	6.77	6.39	5.95	5.45	2018
174	Comoros	6	6.601	6.909	7.05	7.05	7.05	7.05	6.7	6.1	5.6	5.2	4.9	4.6	4.2365	2018
262	Djibouti	6.312	6.3874	6.547	6.707	6.845	6.644	6.45	6.181	5.85	4.812	4.21	3.55	3.1	2.7577	2018
232	Eritrea	6.965	6.965	6.815	6.699	6.62	6.62	6.7	6.6	6.3	5.6	5.1	4.8	4.35	4.1	2018
231	Ethiopia	7.1696	6.9023	6.8972	6.8691	7.1038	7.1838	7.4247	7.3673	7.0888	6.8335	6.18	5.45	4.85	4.3	2018
404	Kenya	7.481	7.785	8.065	8.11	7.99	7.64	7.216	6.538	5.65	5.35	5	4.65	4.06	3.52	2018
450	Madagascar	7.3	7.3	7.3	7.3	7.2	6.95	6.5	6.25	6.1	5.801	5.278	4.83	4.4	4.1085	2018
454	Malawi	6.85	6.9	7.0037	7.2038	7.4019	7.6	7.6	7.25	6.5	6.2	6	5.73	4.88	4.25	2018
480	Mauritius	5.895	5.895	6.195	4.61	3.466	3.105	2.3015	2.3118	2.2465	2.0332	1.9335	1.698	1.4859	1.3885	2018
175	Mayotte	7.91	7.91	7.91	7.91	7.91	7.91	7.3504	6.727	5.25	5.08	4.8	4.6	4.1	3.7289	2018
508	Mozambique	6.3415	6.3415	6.555	6.713	6.6753	6.55	6.4	6.3	6.1	5.85	5.8	5.537	5.232	4.8858	2018
638	Reunion	6.9294	6.5699	6.5632	5.6722	3.875	3.12	2.7765	2.713	2.405	2.3279	2.445	2.3969	2.4	2.2735	2018
646	Rwanda	8	8.15	8.2	8.2	8.284	8.432	8.375	7.8	6.554	5.9	5.4	4.85	4.25	4.1	2018
690	Seychelles	5	5	5.59	5.92	5.3819	4.2696	3.5077	2.9377	2.5734	2.178	2.2	2.3	2.38	2.46	2018
706	Somalia	7.25	7.25	7.25	7.25	7.1	7	7.07	7.26	7.531	7.7	7.47	7.1	6.61	6.12	2018
728	South Sudan	6.65	6.7	6.75	6.85	6.9	6.92	6.783	6.83	6.65	6.42	6	5.6	5.15	4.7359	2018
800	Uganda	6.9	6.95	7.05	7.12	7.1	7.1	7.1	7.1	7.063	6.946	6.745	6.38	5.78	5.01	2018
834	United Republic of Tanzania	6.74	6.801	6.8	6.79	6.75	6.73	6.55	6.36	6.05	5.75	5.66	5.579	5.2395	4.9237	2018
894	Zambia	6.7	6.95	7.25	7.3	7.4	7.25	6.9	6.6	6.3	6.1	5.95	5.6	5.2	4.6555	2018
716	Zimbabwe	6.8	7	7.3	7.4	7.4	7.3	6.3018	5.3732	4.415	3.885	3.72	3.8854	4.0897	3.6255	2018
911	Middle Africa	5.84391698	5.967021276	6.122747045	6.290186952	6.458401125	6.601134004	6.716535786	6.751523773	6.666051972	6.517862843	6.380628685	6.227497185	5.942839743	5.531989159	2018
24	Angola	6	6.5	6.9	7.3	7.5	7.456	7.456	7.4	7.1	6.75	6.55	6.35	6	5.55	2018
120	Cameroon	5.489	5.527	5.805	6.085	6.307	6.5	6.702	6.598	6.217	5.75	5.45	5.25	4.95	4.603	2018
140	Central African Republic	5.516	5.75	5.9	5.95	5.95	5.9	5.9	5.9	5.7	5.55	5.45	5.3	5.1	4.7541	2018
148	Chad	6.1	6.2	6.3	6.4	6.671	6.874	7.037	7.212	7.388	7.407	7.237	6.853	6.31	5.7973	2018
178	Congo	5.684	5.786	5.989	6.192	6.3	6.25	5.8	5.3	5	4.9	4.85	4.8	4.7	4.45	2018
180	Dem. Republic of the Congo	5.98	5.98	6.04	6.15	6.289	6.462	6.5975	6.7069	6.7689	6.77	6.7167	6.6334	6.4	5.9635	2018
226	Equatorial Guinea	5.666	5.6526	5.6731	5.7928	5.8037	5.7921	5.8925	5.9823	5.9703	5.9361	5.692	5.4005	4.9942	4.5543	2018
266	Gabon	3.987	4.201	4.587	4.933	5.228	5.572	5.721	5.577	5.2527	4.766	4.35	4.2	4.1	4	2018
678	Sao Tome and Principe	6.2	6.2	6.3	6.4	6.5155	6.495	6.2372	5.9594	5.6823	5.3	5.075	4.85	4.6	4.35	2018
913	Southern Africa	6.064281665	6.07038733	6.030339934	5.858346528	5.59955122	5.185677685	5.018635818	4.493827684	3.630341186	3.003522129	2.723614235	2.713767578	2.63511246	2.499612524	2018
72	Botswana	6.5	6.575	6.65	6.7	6.55	6.35	5.95	4.9	4.1315	3.4913	3.1919	3.0348	3.0143	2.8944	2018
748	Eswatini	6.7	6.7	6.8105	6.849	6.866	6.733	6.565	5.49	4.784	4.1385	3.76	3.5625	3.135	3.0257	2018
426	Lesotho	5.84	5.861	5.811	5.8	5.8	5.686	5.4159	4.9773	4.4551	3.9576	3.6602	3.373	3.26	3.1641	2018
516	Namibia	6	6.1	6.2	6.3	6.6	6.4643	6.2	5.547	4.8915	4.2601	3.5986	3.6084	3.625	3.4153	2018
710	South Africa	6.05	6.05	6	5.8	5.5	5.05	4.899	4.4	3.507	2.8763	2.6125	2.625	2.55	2.4139	2018
914	Western Africa	6.433002558	6.488515882	6.559718429	6.626794926	6.798466943	6.899940957	6.860080187	6.660774687	6.395480287	6.153495916	5.949916267	5.741830629	5.515131373	5.183416088	2018
204	Benin	5.857	6.1341	6.4228	6.6491	6.8349	6.9952	7.0087	6.8818	6.5629	6.1566	5.7841	5.4949	5.2202	4.8675	2018
854	Burkina Faso	6.1035	6.243	6.35	6.5627	6.7	7.0182	7.1722	7.0658	6.932	6.7293	6.4306	6.0789	5.6462	5.2315	2018
132	Cabo Verde	6.5663	6.764	6.9728	6.9654	6.8639	6.615	6.1	5.6344	5.0536	3.9377	3.2303	2.7138	2.497	2.2885	2018
384	Cote d'Ivoire	7.4513	7.6194	7.7585	7.9037	7.9261	7.8123	7.3125	6.85	6.41	6.05	5.68	5.25	4.95	4.68	2018
270	Gambia	6.35	6.3	6.2	6.2	6.2	6.4	6.3	6.15	6.05	5.95	5.8	5.65	5.5	5.25	2018
288	Ghana	6.442	6.6391	6.8436	6.9514	6.8975	6.6878	6.3494	5.8817	5.3426	5.0189	4.6428	4.3653	4.1803	3.8928	2018
324	Guinea	6	6.0742	6.1483	6.21	6.2912	6.4513	6.589	6.6321	6.5137	6.2354	5.9118	5.535	5.1345	4.7384	2018
624	Guinea-Bissau	5.9	5.9	5.95	6	6.1	6.25	6.6982	6.6834	6.5	6.0471	5.6	5.2	4.9	4.51	2018
430	Liberia	6.2714	6.3502	6.4695	6.5923	6.7989	6.9317	6.9555	6.7229	6.274	6.0481	5.65	5.2	4.75	4.35	2018
466	Mali	6.95	6.95	7	7.1	7.15	7.15	7.15	7.15	7.15	6.95	6.85	6.7	6.35	5.9215	2018
478	Mauritania	6.3378	6.7053	6.7863	6.7896	6.7498	6.5726	6.3	6.05	5.72	5.52	5.302	5.07	4.88	4.585	2018
562	Niger	7.3	7.4	7.5	7.55	7.6	7.75	7.9	7.8	7.75	7.7	7.65	7.55	7.35	6.95	2018
566	Nigeria	6.3544	6.3544	6.3544	6.3544	6.6094	6.7629	6.7559	6.6035	6.3697	6.1703	6.0512	5.91	5.74	5.4168	2018
686	Senegal	6.8	6.9	7.1	7.25	7.25	7.25	7.25	6.7	6.2	5.7	5.25	5.1	5	4.65	2018
694	Sierra Leone	6.0297	6.0297	6.25	6.4135	6.565	6.6458	6.7219	6.7219	6.6858	6.4779	6.1074	5.5651	4.8418	4.319	2018
768	Togo	6.3344	6.4217	6.6518	6.937	7.1986	7.2768	7.0567	6.5	5.9	5.5448	5.3064	5.0358	4.6895	4.3515	2018
912	Northern Africa	6.799485373	6.871872267	6.93591117	6.829550667	6.52636837	6.188883867	5.741407529	5.045521114	4.221986757	3.54284137	3.149863109	3.111075999	3.341638131	3.252090973	2018
12	Algeria	7.278	7.384	7.648	7.648	7.572	7.175	6.315	5.302	4.12	2.885	2.3843	2.724	2.96	3.05	2018
818	Egypt	6.75	6.75	6.65	6.45	6	5.7	5.49	5	4.15	3.6	3.15	3.02	3.45	3.33	2018
434	Libya	7.1434	7.2	7.3	7.992	8.1	7.668	6.6806	5.712	4.215	3.2	2.64	2.5	2.45	2.25	2018
504	Morocco	6.608	6.896	7.1	6.85	6.4	5.9	5.4	4.43	3.7	2.965	2.67	2.53	2.6	2.42	2018
729	Sudan	6.65	6.65	6.75	6.861	6.9	6.92	6.63	6.3	6	5.65	5.3	5	4.75	4.4345	2018
788	Tunisia	6.65	6.85	6.99	6.92	6.385	5.65	4.82	4.0019	2.98	2.3435	2.04	2.0239	2.2521	2.2	2018
732	Western Sahara	6.342	6.424	6.534	6.6	6.5732	6.234	5.3321	4.6	4	3.4	2.85	2.55	2.6	2.4149	2018
922	Western Asia	6.346186186	6.200507356	6.188070826	6.039064536	5.777266781	5.359841067	4.993865953	4.511512377	4.035866338	3.595260903	3.244692355	3.0291844	2.859230732	2.652639778	2018
51	Armenia	4.494	4.9	4.453	3.447	3.037	2.6	2.5	2.6	2.38	1.75	1.65	1.72	1.7202	1.7559	2018
31	Azerbaijan	5.2	5.6	6	5.4	4.6	3.8	3.3	3.2	2.9	2.25	1.9	1.83	2.09	2.0835	2018
48	Bahrain	6.97	6.97	7.17	6.97	5.95	5.23	4.63	4.08	3.4	2.95	2.65	2.25	2.12	1.9982	2018
196	Cyprus	3.705	3.498	3.436	2.795	2.49	2.287	2.449	2.428	2.3293	1.8891	1.591	1.48	1.38	1.3375	2018
268	Georgia	2.75	2.909	2.93	2.8	2.601	2.39	2.269	2.263	2.05	1.72	1.58	1.8	2	2.0615	2018
368	Iraq	7.3	6.202	6.598	7.4	7.15	6.8	6.35	6.0895	5.6457	5.1882	4.7147	4.3994	4.25	3.682	2018
376	Israel	4.277	3.8916	3.8463	3.7834	3.8069	3.4654	3.1341	3.0701	2.9333	2.9325	2.9111	2.927	3.044	3.044	2018
400	Jordan	7.38	7.38	7.995	7.995	7.79	7.38	7.0485	6.0232	5.0585	4.304	4	3.8	3.4	2.7723	2018
414	Kuwait	7.2	7.2	7.3	7.4	6.75	5.6	5	3.65	2.55	3	2.6	2.4	2.1	2.1	2018
422	Lebanon	5.74	5.72	5.689	5.2312	4.6654	4.2337	3.7477	3.5	3.2	2.65	2.2	1.9	2.08	2.09	2018
512	Oman	7.252	7.252	7.252	7.3091	7.4077	8.1	8.3166	7.8479	6.2743	4.464	3.2	2.9	2.9	2.93	2018
634	Qatar	6.97	6.97	6.97	6.97	6.75	6.1	5.45	4.4	3.74	3.46	2.95	2.23	2	1.8805	2018
682	Saudi Arabia	7.175	7.175	7.257	7.257	7.298	7.278	7.015	6.217	5.55	4.4	3.65	3.225	2.725	2.34	2018
275	State of Palestine	7.38	7.38	7.995	7.995	7.694	7.504	7.0491	6.7573	6.6031	5.8052	5.0155	4.602	4.25	3.6677	2018
760	Syrian Arab Republic	7.227	7.3755	7.5385	7.5598	7.5426	7.3164	6.767	5.873	4.8041	4.3	3.9	3.7	3.1	2.8398	2018
792	Turkey	6.6859	6.4959	6.2022	5.7996	5.3931	4.6948	4.1106	3.3874	2.8982	2.6477	2.3735	2.2018	2.121	2.08	2018
784	United Arab Emirates	6.97	6.97	6.87	6.77	6.45	5.75	5.3	4.9	3.925	2.97	2.4	1.97	1.695	1.42	2018
887	Yemen	7.8	7.9	8	8.25	8.5	8.6	8.8	8.8	8.2	6.8	5.9	5	4.4	3.8372	2018
5500	Central Asia	4.858235741	5.323329979	5.573353658	5.164935358	5.02650677	4.51149787	4.13613391	3.997827414	3.575413676	2.890610092	2.527792948	2.672816592	2.757039241	2.750748414	2018
398	Kazakhstan	4.406	4.555	4.431	3.671	3.607	3.2334	3.0442	3.033	2.55	2	2.006	2.5406	2.6733	2.7638	2018
417	Kyrgyzstan	4.3607	5.1993	5.5534	5.2072	5.1166	4.5921	4.1969	4.0584	3.6377	2.9582	2.5	2.78	3.3	3	2018
762	Tajikistan	5.4	6.199	6.8	7	6.834	5.897	5.6	5.5	4.877	4.29	3.718	3.6086	3.6075	3.6075	2018
795	Turkmenistan	5.3	6.2	6.8	6.56	6.187	5.6	4.79	4.55	4.03	3.03	2.755	2.65	3	2.785	2018
860	Uzbekistan	5.3	5.9	6.5	6.4	6.1561	5.4649	4.8	4.4001	3.95	3.1	2.5126	2.49	2.43	2.43	2018
5501	Southern Asia	6.041067248	6.061585722	6.067990597	5.934996719	5.664637029	5.305620055	5.021221608	4.5649683	4.052148995	3.630576375	3.236878738	2.879443164	2.531697548	2.396024288	2018
4	Afghanistan	7.45	7.45	7.45	7.45	7.45	7.45	7.45	7.4689	7.482	7.6537	7.1816	6.4784	5.4467	4.5552	2018
50	Bangladesh	6.359	6.6225	6.804	6.9206	6.9098	6.6301	5.9773	4.9834	4.0605	3.4318	2.9356	2.4821	2.2115	2.052	2018
64	Bhutan	6.67	6.67	6.6	6.6	6.6	6.6	6.35	5.9	5	4	3.1	2.55	2.12	2	2018
356	India	5.903	5.896	5.89	5.7226	5.4104	4.9744	4.6816	4.2656	3.833	3.4829	3.1405	2.7961	2.396	2.2402	2018
364	Iran (Islamic Republic of)	6.9086	6.9086	6.9086	6.6802	6.2407	6.2799	6.5339	5.62	3.7	2.4	1.9224	1.8209	1.91	2.15	2018
462	Maldives	6.0299	6.8135	7.1197	7.2226	7.1698	6.8547	7.2575	6.6645	5.1593	3.3929	2.4	2.2881	2.1127	1.88	2018
524	Nepal	5.9588	5.9588	5.9588	5.9588	5.8662	5.7952	5.6202	5.3293	4.9701	4.4066	3.4861	2.8134	2.3178	1.934	2018
586	Pakistan	6.6	6.6	6.6	6.6	6.6	6.6	6.444	6.2967	5.9625	5.374	4.7069	4.1681	3.7821	3.55	2018
144	Sri Lanka	5.8	5.8	5.2	4.7	4	3.6064	3.1894	2.644	2.3839	2.2431	2.262	2.279	2.2135	2.2102	2018
906	Eastern Asia	5.632309354	5.047437949	5.487921475	5.569556817	4.421862565	2.864334616	2.447988348	2.596737516	1.811371848	1.602153612	1.572644799	1.591834028	1.625570452	1.653370926	2018
156	China	6.11	5.48	6.15	6.3	4.85	3.01	2.52	2.73	1.83	1.62	1.61	1.62	1.64	1.69	2018
344	China, Hong Kong SAR	4.44	4.72	5.05	3.645	3.01	2.23	1.715	1.3562	1.26	1.06	0.95	1.0362	1.2045	1.3262	2018
446	China, Macao SAR	4.3858	4.81	4.4077	2.7367	1.793	1.4079	2.06	2	1.405	1.116	0.85	0.98	1.19	1.2	2018
158	China, Taiwan Province of China	6.72	6.1383	5.4058	4.3842	3.3308	2.7417	2.2325	1.7675	1.7583	1.6675	1.325	1.0508	1.1058	1.15	2018
408	Dem. People's Rep. of Korea	3.462	5.117	3.8501	4.388	4.001	2.85	2.801	2.358	2.25	2.01	2	1.95	1.93	1.91	2018
392	Japan	2.96	2.17	2.03	2.04	2.134	1.831	1.762	1.65	1.476	1.369	1.298	1.3388	1.4087	1.3697	2018
496	Mongolia	5.6	6.3	7.5	7.5	7.5	6.65	5.75	4.8407	3.2724	2.3957	2.0759	2.3965	2.8396	2.9023	2018
410	Republic of Korea	5.653	6.332	5.6	4.65	4.002	2.919	2.234	1.567	1.6764	1.5005	1.2137	1.173	1.2331	1.11	2018
920	South-Eastern Asia	5.927483182	6.117775856	6.090192645	5.915808781	5.486403873	4.80872104	4.19744898	3.574676493	3.105322907	2.689151436	2.526247499	2.41882916	2.340871112	2.222571413	2018
96	Brunei Darussalam	6.8958	6.8912	6.6631	5.8985	5.4949	4.4501	3.7903	3.4679	3.0786	2.5076	2.2226	1.8844	2.0152	1.8482	2018
116	Cambodia	6.947	6.947	6.947	6.7034	6.16	5.421	6.37	5.9896	5.1276	4.25	3.44	3.0813	2.7	2.5238	2018
360	Indonesia	5.486	5.672	5.62	5.568	5.3	4.73	4.109	3.4	2.9	2.55	2.525	2.5	2.45	2.3195	2018
418	Lao People's Dem. Republic	5.9432	5.9552	5.9673	5.9794	5.9915	6.1535	6.3601	6.2668	5.8833	4.8064	3.9	3.4	2.93	2.7	2018
458	Malaysia	6.3487	6.3791	6.365	5.3817	4.715	4.2024	3.9682	3.6666	3.4362	3.1251	2.4545	2.216	2.1059	2.0105	2018
104	Myanmar	6	6	6.1	6.1	5.738	5.15	4.6	3.78	3.2	2.95	2.8	2.5	2.25	2.17	2018
608	Philippines	7.4201	7.2692	6.9807	6.5392	5.9769	5.4623	4.9215	4.5271	4.1385	3.9	3.7	3.3	3.05	2.58	2018
702	Singapore	6.61	6.335	5.12	3.645	2.815	1.84	1.694	1.6974	1.7307	1.5705	1.3481	1.2571	1.233	1.209	2018
764	Thailand	6.1378	6.1378	6.1297	5.985	5.052	3.915	2.945	2.3	1.9921	1.7668	1.6026	1.5563	1.5346	1.5346	2018
626	Timor-Leste	6.55	6.4	6.2	5.8	5.5	5	5.5	5.4	5.6	5.8	6.25	5.3	4.4	4.1	2018
704	Viet Nam	5.3986	6.1636	6.4182	6.4649	6.3285	5.4993	4.6002	3.8497	3.2272	2.2493	1.9206	1.9279	1.9624	2.0556	2018
915	Caribbean	5.26698474	5.196207683	5.48806085	4.970269009	4.351100921	3.607079997	3.385887318	3.109680945	2.803572082	2.631523932	2.487120716	2.376547968	2.307607413	2.201496962	2018
28	Antigua and Barbuda	4.5	4.5	4.3	4	3.26	2.24	2.14	2.07	2.09	2.2	2.16	2	2	2	2018
533	Aruba	5.65	5.15	4.399	3.301	2.651	2.45	2.358	2.3	2.1739	1.9531	1.8162	1.76	1.8	1.9	2018
44	Bahamas	4.05	4.31	4.5	3.58	3.54	2.95	3.05	2.65	2.64	2.3275	1.87	1.91	1.81	1.76	2018
52	Barbados	4.417	4.2969	4.2731	3.5328	2.7176	2.1568	1.9181	1.7744	1.73	1.74	1.8	1.75	1.63	1.62	2018
192	Cuba	4.15	3.7	4.681	4.18	3.55	2.15	1.85	1.85	1.584	1.6121	1.59	1.577	1.706	1.6166	2018
531	Curacao	5.07	5.1	4.399	3.8	2.87	2.45	2.25	2.3	2.28	2.13	2.26	2.18	2.12	1.76	2018
214	Dominican Republic	7.5995	7.6405	7.3505	6.6495	5.6795	4.76	4.07	3.58	3.27	2.95	2.75	2.57	2.45	2.36	2018
308	Grenada	5.8	6.7	6.4	4.8	4.6	4.3	4.23	4.14	3.46	2.8144	2.4289	2.3023	2.1826	2.0732	2018
312	Guadeloupe	5.61	5.61	5.61	5.22	4.49	3.52	2.55	2.45	2.1	2.1	2.189	2.2491	2.19	2.17	2018
332	Haiti	6.3	6.3	6.3	6	5.6	5.8	6.21	5.7	5.15	4.62	4.08	3.62	3.26	2.96	2018
388	Jamaica	4.22	5.08	5.64	5.78	5	4	3.55	3.1	2.84	2.7	2.45	2.28	2.08	1.991	2018
474	Martinique	5.71	5.71	5.45	5	4.08	2.65	2.14	2.14	1.962	1.9	1.926	2.04	1.975	1.88	2018
630	Puerto Rico	4.97	4.82	4.37	3.41	2.99	2.76	2.46	2.26	2.18	1.985	1.85	1.72	1.5	1.22	2018
662	Saint Lucia	6	6.938	6.794	6.479	5.691	5.2	4.2	3.65	3.15	2.6	1.85	1.6	1.5073	1.4442	2018
670	St. Vincent and the Grenadines	7.33	7.33	7.02	6.41	5.54	4.42	3.64	3.1	2.85	2.55	2.237	2.132	2.0084	1.9019	2018
780	Trinidad and Tobago	5.3	5.3	5.04	3.81	3.45	3.24	3.28	2.75	2.18	1.82	1.75	1.8	1.7959	1.7299	2018
850	United States Virgin Islands	5.2509	5.4926	5.6723	5.5225	4.6577	3.4884	2.9711	3.0216	2.7945	2.1936	2.1399	2.4181	2.2876	2.0458	2018
916	Central America	6.767554532	6.815875347	6.760883586	6.683110523	6.265060663	5.437742679	4.59932922	3.992211147	3.501062889	3.107569654	2.80879265	2.544586201	2.390346974	2.234273092	2018
84	Belize	6.65	6.55	6.45	6.35	6.25	6.2	5.4	4.7	4.347	3.85	3.35	2.84	2.58	2.32	2018
188	Costa Rica	6.1246	6.6473	6.4998	5.2603	4.0588	3.704	3.5009	3.4058	3.067	2.6139	2.15	1.94	1.8507	1.7639	2018
222	El Salvador	6.3616	6.5973	6.6665	6.3622	5.9472	5.4428	4.7457	4.1669	3.7818	3.3395	2.7225	2.3952	2.17	2.0529	2018
320	Guatemala	7.1196	6.9947	6.8	6.7	6.58	6.46	6.1561	5.5769	5.3107	4.8288	4.3321	3.6213	3.1923	2.8989	2018
340	Honduras	7.497	7.497	7.418	7.421	7.05	6.6	5.9995	5.37	4.916	4.5612	3.8723	3.2445	2.7295	2.4872	2018
484	Mexico	6.75	6.78	6.75	6.75	6.32	5.33	4.37	3.75	3.23	2.85	2.61	2.4	2.29	2.14	2018
558	Nicaragua	7.2	7.45	7.2	6.95	6.75	6.35	5.85	5	4.2	3.4	2.91	2.68	2.54	2.42	2018
591	Panama	5.7641	5.8725	5.79	5.4142	4.8822	4.1869	3.6272	3.2383	2.92	2.8134	2.6842	2.6322	2.6002	2.4688	2018
931	South America	5.617376259	5.63301354	5.577361612	5.120484178	4.5437026	4.195867288	3.770749288	3.29821237	2.950181744	2.657513673	2.361390926	2.13341503	2.016859706	1.94674102	2018
32	Argentina	3.154	3.127	3.09	3.05	3.15	3.4	3.15	3.053	2.914	2.63	2.48	2.37	2.33	2.268	2018
68	Bolivia (Plurinational State of)	6.5	6.4	6.3	6.1	5.9	5.65	5.3	5.07	4.68	4.25	3.85	3.4	3.05	2.75	2018
76	Brazil	6.1	6.06	5.97	5.3432	4.6332	4.2372	3.8009	3.1442	2.72	2.47	2.13	1.86	1.77	1.74	2018
152	Chile	4.85	4.75	4.58	4.08	3.47	2.94	2.625	2.595	2.52	2.199	1.95	1.898	1.85	1.65	2018
