country_code	name	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
768	Togo	9409.0335	10666.538	12049.3742	13547.9543	15146.9154	16853.0773	18656.698	20612.0737	22638.9192	24779.0701	26976.5028	29269.1845	31567.2289	33953.7732	36359.3182	38815.5204
912	Northern Africa	269476.4123	292175.2716	315577.9352	339873.8545	364602.714	389737.84	414467.0568	438686.2562	462847.3111	486502.0203	510194.0895	533588.0432	556371.4106	579190.0475	602044.091	623327.639
12	Algeria	47762.1819	51205.7094	54437.0429	57746.4153	61268.766	64841.9202	68280.8561	71382.7919	74148.2484	76770.9021	79142.0754	81733.74	84302.388	86867.0422	89102.1481	91189.8341
818	Egypt	112839.5789	123281.735	134614.3643	146748.5762	159387.5705	172282.5889	185499.3476	198864.6764	212362.0959	226183.9146	240290.1496	254123.6886	267783.6118	281756.8133	295467.0453	308948.7976
434	Libya	7332.3951	7745.0183	8118.3316	8461.2781	8772.0162	9043.2617	9259.3835	9415.1933	9528.1723	9623.358	9702.9848	9770.1616	9845.1789	9901.4553	9952.7435	9972.1112
504	Morocco	39352.7458	41611.1194	43699.7904	45610.0802	47362.0569	48950.0698	50382.5856	51627.1028	52712.4147	53579.5786	54267.2575	54854.1512	55327.6802	55662.4447	55968.3004	56073.0516
729	Sudan	49859.641	56479.5822	63628.4702	71269.3053	79405.1381	87931.0551	97038.7241	106492.5364	116517.6737	126968.4075	137584.732	148520.5496	159536.8707	170900.4069	182755.435	194579.6308
788	Tunisia	12449.7161	12962.9788	13399.1951	13797.8898	14171.6484	14512.4101	14801.936	15025.3531	15185.6006	15297.0141	15399.1495	15485.685	15581.9777	15650.4751	15715.1204	15754.5527
732	Western Sahara	674.5282	751.0403	826.5313	900.6988	973.7599	1044.7389	1113.5746	1180.5353	1245.4349	1307.5057	1368.2322	1429.4534	1489.6918	1547.4924	1606.2339	1662.9944
922	Western Asia	302819.8868	323996.7513	343719.2854	362556.6795	380605.8131	397385.8059	412927.7186	427045.3835	439498.293	450570.8558	460359.1738	469770.0694	478108.8418	485768.0937	492730.6734	498544.6751
51	Armenia	2994.2665	3004.4891	2996.4039	2979.7951	2959.8474	2933.1579	2899.5597	2856.284	2806.1732	2750.4404	2686.1005	2623.7281	2567.6496	2516.6013	2469.2728	2419.6237
31	Azerbaijan	10577.7694	10909.407	11197.6336	11449.8414	11628.851	11722.5626	11766.1087	11799.5612	11808.1246	11780.5483	11748.326	11683.3918	11631.1369	11589.6548	11577.4358	11562.4644
48	Bahrain	1877.8885	2042.229	2167.6124	2270.9751	2359.7283	2437.2145	2506.435	2569.8263	2625.1463	2670.8249	2704.5974	2729.0997	2743.1202	2746.7076	2744.8544	2736.4269
196	Cyprus	1253.4819	1295.3479	1333.3366	1368.2358	1398.1828	1421.9513	1442.0802	1458.0857	1470.855	1481.0334	1490.3306	1497.7775	1504.7084	1510.693	1520.8121	1534.3482
268	Georgia	3953.1408	3901.0199	3847.39	3795.2641	3740.8517	3683.1352	3618.5338	3551.5146	3484.6106	3420.0933	3361.9882	3305.5903	3249.5275	3198.6118	3149.4251	3089.259
368	Iraq	45681.3725	51388.9703	57441.0809	63758.4866	70376.7617	77264.0226	84472.1704	91759.561	99356.2229	106923.9809	114664.2605	122956.426	130971.8211	139046.6189	147317.8546	155568.4787
376	Israel	9395.0637	10150.8142	10941.7148	11773.9537	12642.8764	13536.0637	14449.6121	15391.6291	16372.8149	17379.5367	18429.5432	19532.1542	20677.6906	21764.1625	22851.2749	23948.1044
400	Jordan	10445.2295	10879.9653	11593.7332	12419.8854	13183.9019	13872.868	14505.0813	15092.3632	15631.2404	16123.8624	16558.1856	16915.955	17215.0398	17457.8661	17643.1547	17773.2212
414	Kuwait	4545.376	4805.0446	5054.3205	5293.1037	5498.8292	5646.2043	5754.134	5845.6551	5961.5455	6116.4524	6313.4647	6524.5922	6727.211	6908.0187	7076.534	7232.0196
422	Lebanon	6441.1187	6285.8304	6379.7826	6565.9706	6711.6858	6831.9304	6946.0277	7031.4521	7080.2988	7096.8773	7084.5371	7067.7816	7039.7962	7004.52	6971.8554	6943.1612
512	Oman	5614.3783	6018.7435	6322.1039	6612.4084	6906.9979	7221.1822	7517.0706	7772.7221	7977.8899	8130.1605	8246.0571	8347.0036	8427.622	8498.0197	8570.0286	8624.6724
634	Qatar	3137.696	3365.4219	3560.8434	3721.17	3872.3916	4014.7798	4144.4196	4258.7142	4358.4102	4443.0911	4519.0779	4588.3678	4652.091	4714.0647	4777.1943	4849.4301
682	Saudi Arabia	37565.5801	39989.3667	42153.3649	44036.1654	45724.2402	47230.208	48438.1968	49394.0569	50103.207	50605.7526	51117.0867	51543.9761	52023.7341	52447.1539	52820.19	53064.8974
275	State of Palestine	5785.9807	6505.3087	7258.4837	8038.0746	8828.462	9651.4174	10471.6294	11321.9135	12145.4277	12995.6889	13814.12	14607.8457	15390.8102	16113.979	16819.5471	17495.2298
760	Syrian Arab Republic	23273.784	27155.2108	29373.8383	31355.7362	33379.2112	35399.2343	37254.2975	38882.7964	40210.661	41353.3905	42348.5136	43262.924	44146.4843	45007.19	45797.7954	46480.0345
792	Turkey	87427.2894	90678.1289	94262.3441	97494.5425	100322.0463	102704.8553	104633.1076	106163.1974	107152.483	107750.7817	107955.5716	107891.9583	107846.0202	107742.8782	107293.5358	106769.4504
784	United Arab Emirates	10393.9423	10834.3406	10991.744	11075.9781	11128.821	11138.7038	11331.6173	11642.3278	12019.0596	12414.165	12856.8898	13342.9902	13862.0778	14388.4586	14905.7579	15409.0733
887	Yemen	33498.4058	37201.5139	40954.4042	44696.8841	48345.1196	51851.8058	55183.6176	58235.1936	61016.2425	63329.3109	65397.3947	67161.9938	68551.8036	69650.4943	70587.9297	71403.7895
5500	Central Asia	79930.7306	84951.4469	89977.0318	95212.0117	100383.3513	105160.0958	109578.36	113699.2205	117675.7839	121547.1102	125211.296	128830.9159	132062.3211	135588.1529	138710.9603	141669.5694
398	Kazakhstan	19914.7201	20932.4431	22006.853	23190.7027	24418.7052	25615.5131	26747.2346	27880.4752	29047.7229	30233.854	31403.356	32574.1439	33809.9416	35105.9695	36259.0069	37331.164
417	Kyrgyzstan	7076.5841	7590.6534	8111.1361	8657.8281	9218.8512	9780.7747	10312.6164	10841.1018	11353.0236	11863.3709	12371.359	12880.9057	13395.5534	13856.5136	14306.9995	14690.9843
762	Tajikistan	10677.1753	11809.2925	13077.6248	14516.6787	16040.1438	17593.5476	19183.5764	20904.8546	22796.4825	24677.4202	26575.2833	28519.5858	30490.052	32620.1464	34734.8327	36819.0705
795	Turkmenistan	6499.0494	6911.23	7307.8044	7713.2359	8122.8783	8516.3306	8863.5552	9175.2899	9477.1643	9760.4976	10046.2903	10300.6401	10542.4839	10737.3735	10932.2196	11114.0751
860	Uzbekistan	35935.9536	38098.9617	40161.3207	42218.1709	44136.693	45823.9928	47260.2905	48536.6611	49743.4725	50766.7474	51611.2455	52366.6332	53058.4453	53669.825	54231.6595	54758.1917
5501	Southern Asia	2062342.1429	2176720.1205	2281937.3304	2374774.1541	2455726.5434	2526613.3593	2589353.0209	2642422.7269	2681390.4196	2712878.0619	2736076.2531	2748792.1597	2752150.0882	2756648.7424	2757594.2432	2752821.6534
4	Afghanistan	44068.6801	49445.2408	54997.2518	60561.3877	66075.9603	71448.9458	76728.9309	81848.3586	86603.4335	91100.319	94921.0374	98194.9799	101264.2726	103589.5159	105639.6932	107401.1916
50	Bangladesh	174025.3219	182569.9715	190147.6018	196610.5444	202275.3203	206892.1999	210297.7862	212708.4637	214467.8412	214668.5367	214323.0065	213222.5045	211351.8969	209016.889	206493.568	203520.8109
64	Bhutan	818.1598	859.4591	894.0926	922.5514	944.7261	962.8778	977.8196	987.7898	990.1066	986.5482	976.4959	960.7821	943.354	924.9961	905.5378	885.7328
356	India	1458095.5229	1531889.4063	1599495.2794	1657247.5156	1706157.6361	1748020.1747	1785095.8335	1816842.2956	1842722.651	1858762.1445	1871838.9797	1876128.9239	1877330.823	1878702.1718	1877887.1293	1872958.2742
364	Iran (Islamic Republic of)	89232.9431	93640.8238	97402.8502	100878.2078	104163.3652	107163.7824	109707.5125	111572.5039	112650.2693	113180.0896	113390.7323	113649.3138	114292.1492	115273.8944	116373.6045	117023.1247
462	Maldives	526.0539	528.2594	551.9851	574.9903	597.2583	615.9453	629.404	637.2101	639.6029	637.3582	631.571	622.074	611.7242	601.9552	594.5896	590.4618
524	Nepal	32117.0243	34183.6513	35570.9023	36667.4542	37583.809	38310.9399	38845.0581	39115.2826	39183.0943	38981.2684	38513.9762	37801.1224	36915.6606	35841.1949	34840.5656	33789.1447
586	Pakistan	244835.1083	269066.9197	293091.3031	317313.4792	341701.2382	366464.9439	390892.0444	414037.9651	437124.9716	459104.0452	479773.7693	500725.8564	520051.1615	538813.5593	556277.8051	571271.7761
144	Sri Lanka	21954.5474	22381.6858	22741.9909	22988.9862	23117.3261	23112.0897	23030.5183	22886.0995	22715.5229	22447.9126	22128.3425	21782.7391	21390.3773	20969.9285	20525.0492	20075.0558
906	Eastern Asia	1703413.2807	1717411.613	1719822.5855	1712468.7633	1697638.0294	1675583.8593	1646055.7195	1614013.5369	1578857.0172	1545400.9593	1513704.4402	1483445.4152	1456147.0069	1431119.5197	1413359.4393	1395602.0701
156	China	1465565.5601	1481805.236	1487894.4832	1485042.6086	1475988.4549	1458977.2896	1436397.2915	1409757.0789	1381594.7488	1354609.1538	1328879.4278	1303713.805	1280864.5811	1261251.514	1246050.0953	1232053.7447
344	China, Hong Kong SAR	7794.9565	8098.2091	8238.4478	8299.3024	8315.3804	8296.6477	8281.0223	8272.9264	8262.2572	8247.8124	8213.9963	8191.8933	8194.4523	8246.0204	8337.8803	8469.3878
446	China, Macao SAR	697.5451	739.1015	774.4455	806.0571	836.1258	864.8371	891.2663	915.1544	937.5381	959.2244	981.1926	1003.6012	1027.0047	1053.2591	1085.3381	1120.8402
158	China, Taiwan Province of China	24091.4288	24279.501	24325.8181	24150.7548	23758.3143	23243.0167	22669.5412	22093.2851	21525.3021	20961.6424	20394.6291	19840.6831	19372.3964	19029.1389	18797.0899	18685.0194
408	Dem. People's Republic of Korea	26490.6569	27093.52	27519.1202	27763.5673	27907.8797	28014.6947	28102.98	28140.9791	28144.1933	28088.7536	28034.9669	27984.7914	27945.8291	27913.7193	27842.3197	27740.7888
