country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	75.1485	75.7262	76.3257	76.8735	77.3918	77.887	78.3297	78.7269	79.1415	79.5608	79.9514	80.3124	80.6983	81.0661	81.4517	81.836
947	Sub-Saharan Africa	63.3194	64.4884	65.5746	66.588	67.5183	68.4328	69.2232	69.9613	70.6657	71.4031	72.0044	72.5758	73.1689	73.6779	74.1568	74.6856
1833	Northern Africa and Western Asia	76.116	76.7083	77.2995	77.8467	78.3772	78.9032	79.3538	79.7639	80.1885	80.5741	80.9513	81.3537	81.7202	82.0846	82.4934	82.8385
921	Central and Southern Asia	71.0976	71.4525	71.9223	72.4739	73.0711	73.6342	74.1829	74.6471	75.1521	75.6322	76.0801	76.5266	76.9493	77.3347	77.7282	78.195
1832	Eastern and South-Eastern Asia	79.0273	79.2055	79.4421	79.7246	80.0383	80.3907	80.7588	81.1523	81.5323	81.9356	82.3245	82.7555	83.1665	83.5875	84.0345	84.4271
1830	Latin America and the Caribbean	78.7501	79.2632	79.8726	80.4117	80.9362	81.4574	81.995	82.4948	82.9585	83.4786	83.9166	84.3694	84.8681	85.354	85.8383	86.2812
927	Australia/New Zealand	84.453	84.5637	84.7635	84.9994	85.2754	85.5529	85.8923	86.2381	86.5828	86.9636	87.2717	87.6335	87.9589	88.3043	88.6672	88.9727
1835	Oceania (excluding Australia and New Zealand)	67.9273	68.091	68.324	68.5059	68.7796	69.1007	69.4508	69.7658	69.989	70.3349	70.7133	71.008	71.3335	71.7098	71.9945	72.3154
1829	Europe and Northern America	81.613	82.0143	82.5677	83.0107	83.458	83.9462	84.3433	84.7793	85.2119	85.6431	86.1091	86.5559	86.9961	87.3661	87.7766	88.221
903	Africa	65.3952	66.4782	67.5048	68.466	69.3235	70.1749	70.9055	71.5873	72.2449	72.8441	73.3537	73.908	74.4149	74.8784	75.3623	75.8442
935	Asia	75.732	76.1952	76.7219	77.2197	77.7031	78.1456	78.5786	79.0077	79.4548	79.8596	80.2878	80.6839	81.1042	81.5479	81.9897	82.4758
908	Europe	81.8897	82.3375	82.8344	83.3302	83.8087	84.3123	84.8026	85.2652	85.7116	86.2029	86.7397	87.2572	87.7673	88.2037	88.6119	89.0371
904	Latin America and the Caribbean	78.7501	79.2632	79.8726	80.4117	80.9362	81.4574	81.995	82.4948	82.9585	83.4786	83.9166	84.3694	84.8681	85.354	85.8383	86.2812
905	Northern America	80.6127	80.5763	81.0617	81.2872	81.5734	81.8812	82.1808	82.513	82.8432	83.1963	83.5243	83.7347	84.0467	84.3521	84.708	85.0101
909	Oceania	80.2081	80.4172	80.6227	80.8428	81.1344	81.3498	81.6377	81.8983	82.2001	82.4905	82.797	83.1019	83.3431	83.7051	84.0446	84.3341
901	More developed regions	82.3559	82.775	83.3108	83.7499	84.1877	84.6597	85.0728	85.5045	85.93	86.3769	86.8045	87.2432	87.672	88.0727	88.4839	88.9388
902	Less developed regions	73.3768	74.0451	74.7186	75.3595	75.9737	76.5156	77.0203	77.46	77.9101	78.3449	78.749	79.1315	79.5191	79.9128	80.2827	80.6572
941	Least developed countries	67.5091	68.5988	69.6169	70.5741	71.4475	72.2649	73.0178	73.7062	74.3333	74.9088	75.4401	75.9082	76.3738	76.822	77.29	77.724
934	Less developed regions, excluding least developed countries	74.4827	75.0075	75.6016	76.1403	76.6743	77.1534	77.5755	77.9776	78.3924	78.7785	79.1545	79.5328	79.9018	80.2829	80.6618	81.0443
948	Less developed regions, excluding China	71.819	72.5656	73.3256	74.0331	74.7053	75.3112	75.8691	76.3646	76.8367	77.3044	77.7372	78.1496	78.5538	78.9443	79.3553	79.7684
1636	Land-locked Developing Countries (LLDC)	68.2566	69.2672	70.2046	71.0703	71.8744	72.5727	73.2382	73.8698	74.423	74.9543	75.4791	75.9611	76.443	76.87	77.3429	77.7907
1637	Small Island Developing States (SIDS)	74.7826	75.347	75.9778	76.4491	76.8826	77.2402	77.5878	77.9119	78.2115	78.5163	78.8163	79.1052	79.3856	79.622	79.8968	80.2051
1503	High-income countries	83.5211	83.8999	84.4163	84.827	85.2602	85.6672	86.0759	86.4662	86.8714	87.285	87.6584	88.0652	88.4621	88.8703	89.2832	89.7176
1517	Middle-income countries	74.1243	74.6708	75.2645	75.8413	76.3924	76.8982	77.3429	77.7638	78.1761	78.6137	79.0015	79.3725	79.7508	80.1328	80.5085	80.851
1502	Upper-middle-income countries	78.5058	78.8423	79.2118	79.5956	80.0449	80.4951	80.9597	81.4478	81.8806	82.3487	82.837	83.3061	83.7772	84.2661	84.6963	85.1146
1501	Lower-middle-income countries	70.3171	70.8722	71.4804	72.0651	72.684	73.2853	73.7814	74.2694	74.7574	75.1979	75.6519	76.0492	76.4958	76.8917	77.2419	77.6694
1500	Low-income countries	66.4112	67.6005	68.6892	69.6418	70.5179	71.3105	72.072	72.7493	73.3785	73.9674	74.5422	75.021	75.5741	76.0203	76.5124	77.0126
1518	No income group available	82.7735	83.0695	83.4223	83.6463	83.9571	84.194	84.4529	84.6957	84.9286	85.2702	85.6255	86.0711	86.6023	87.0625	87.4359	87.7669
910	Eastern Africa	67.1676	68.2685	69.3163	70.2702	71.1385	71.9263	72.7228	73.459	74.1291	74.7648	75.3854	75.9772	76.5332	77.0437	77.5933	78.1246
108	Burundi	61.969	62.3768	62.8923	63.4253	63.9334	64.4725	65.0053	65.5357	65.9936	66.487	66.9217	67.3554	67.777	68.2319	68.623	69.0521
174	Comoros	64.5008	64.5902	64.8064	65.1018	65.4275	65.7774	66.136	66.478	66.8185	67.1257	67.4683	67.816	68.1463	68.4073	68.7358	69.0567
262	Djibouti	67.737	67.8809	68.1552	68.4582	68.7939	69.1307	69.4875	69.8603	70.2206	70.6099	70.9821	71.3307	71.7274	72.061	72.4367	72.7832
232	Eritrea	67.2083	67.5514	67.9355	68.3848	68.8275	69.2586	69.7135	70.1261	70.5076	70.9181	71.3114	71.7385	72.1474	72.5354	72.9049	73.3645
231	Ethiopia	67.2165	67.5998	68.0877	68.5665	69.0913	69.5491	69.9782	70.4561	70.8929	71.3185	71.7871	72.166	72.5323	72.9692	73.3752	73.75
404	Kenya	67.4369	67.5484	67.7676	68.0823	68.4304	68.8088	69.1938	69.5441	69.8885	70.3022	70.7134	71.1273	71.5203	71.9339	72.3478	72.7685
