country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	70.4741	71.1333	71.7694	72.3723	72.9631	73.5458	74.0995	74.6169	75.104	75.5839	76.0489	76.4933	76.9533	77.3797	77.8328	78.294
947	Sub-Saharan Africa	59.8415	60.9755	62.0064	62.9549	63.8062	64.5997	65.3045	66.0073	66.685	67.2825	67.8809	68.4766	69.0299	69.5759	70.1166	70.6963
1833	Northern Africa and Western Asia	72.0377	72.7279	73.3775	73.9749	74.5993	75.205	75.7593	76.2715	76.7391	77.2021	77.6376	78.0714	78.5629	79.0327	79.5014	79.976
921	Central and Southern Asia	68.4173	68.7685	69.2655	69.7612	70.277	70.7156	71.1841	71.6195	72.0595	72.5422	72.9717	73.4604	73.9798	74.5116	75.0199	75.5782
1832	Eastern and South-Eastern Asia	73.8413	74.1494	74.6051	75.1136	75.6641	76.2231	76.823	77.471	78.137	78.7746	79.4428	80.0464	80.6587	81.2317	81.8185	82.3975
1830	Latin America and the Caribbean	72.5201	73.2912	74.1624	74.9759	75.8068	76.6655	77.51	78.318	79.1167	79.8748	80.5533	81.224	81.8229	82.4009	82.9583	83.4736
927	Australia/New Zealand	81.1036	81.5891	82.0436	82.4618	82.823	83.2125	83.6584	84.0743	84.4449	84.8802	85.2134	85.6521	86.069	86.4573	86.8673	87.2306
1835	Oceania (excluding Australia and New Zealand)	64.9448	65.0437	65.3317	65.6126	65.918	66.1993	66.5059	66.7824	67.1084	67.3849	67.7251	68.0078	68.3277	68.7834	69.1298	69.4621
1829	Europe and Northern America	75.7655	76.4325	77.2721	77.9924	78.6661	79.3225	80.0012	80.6428	81.267	81.9049	82.5384	83.1265	83.6449	84.1705	84.7004	85.2394
903	Africa	61.8633	62.9192	63.8713	64.7435	65.5595	66.2915	66.9567	67.6164	68.2262	68.7846	69.3294	69.8588	70.3786	70.9007	71.407	71.9584
935	Asia	71.5548	72.1101	72.6485	73.1956	73.7515	74.3435	74.8839	75.4298	75.9716	76.5223	77.0952	77.5988	78.1387	78.6834	79.2168	79.7577
908	Europe	75.5442	76.2693	77.0075	77.7136	78.3781	79.0133	79.654	80.2972	80.9363	81.5934	82.259	82.9	83.4675	84.0412	84.6181	85.1674
904	Latin America and the Caribbean	72.5201	73.2912	74.1624	74.9759	75.8068	76.6655	77.51	78.318	79.1167	79.8748	80.5533	81.224	81.8229	82.4009	82.9583	83.4736
905	Northern America	75.9475	76.2274	77.0659	77.6223	78.1115	78.7228	79.274	79.9178	80.4842	81.0253	81.6963	82.1537	82.6035	83.0409	83.4846	83.9063
909	Oceania	76.587	76.913	77.2709	77.5734	77.8699	78.1588	78.4656	78.7639	79.0557	79.3606	79.6637	80.0039	80.314	80.6678	81.0061	81.3535
901	More developed regions	76.4967	77.14	77.9382	78.6215	79.2818	79.9229	80.5504	81.2025	81.8163	82.4295	83.0435	83.6239	84.145	84.6635	85.2259	85.7189
902	Less developed regions	69.1936	69.8551	70.494	71.1208	71.7435	72.3518	72.9292	73.467	73.9952	74.4903	74.976	75.4239	75.8589	76.2926	76.7594	77.24
941	Least developed countries	63.7889	64.8134	65.7289	66.5601	67.3303	68.039	68.6888	69.2954	69.8794	70.4283	70.9751	71.5162	72.0589	72.5602	73.0738	73.6119
934	Less developed regions, excluding least developed countries	70.3081	70.8796	71.4632	72.0343	72.6106	73.2073	73.7767	74.2967	74.8523	75.349	75.8226	76.2811	76.7145	77.1447	77.5774	78.0011
948	Less developed regions, excluding China	67.7333	68.4525	69.1748	69.8442	70.4809	71.0864	71.6547	72.1939	72.6983	73.1867	73.6774	74.162	74.6335	75.1151	75.5964	76.1238
1636	Land-locked Developing Countries (LLDC)	63.9649	64.9388	65.8274	66.6387	67.3782	68.0663	68.6827	69.3005	69.8992	70.4587	71.0461	71.5638	72.1567	72.7331	73.3309	73.9128
1637	Small Island Developing States (SIDS)	70.3012	70.9501	71.6231	72.1864	72.6855	73.1359	73.5825	73.9417	74.3334	74.7116	75.0999	75.4379	75.7558	76.0396	76.3861	76.7396
1503	High-income countries	78.5171	79.1129	79.8754	80.4723	81.0473	81.6267	82.1777	82.7436	83.2905	83.8475	84.3754	84.8722	85.3682	85.8547	86.3169	86.7793
1517	Middle-income countries	69.6856	70.2887	70.8988	71.5091	72.1125	72.7324	73.3333	73.8665	74.4349	74.9428	75.4472	75.9232	76.3582	76.813	77.2571	77.6795
1502	Upper-middle-income countries	73.1396	73.6771	74.295	74.9946	75.6393	76.3716	77.1012	77.8348	78.5771	79.2951	80.0068	80.669	81.2454	81.8251	82.3646	82.8933
1501	Lower-middle-income countries	66.789	67.3051	67.8758	68.4283	68.9631	69.4852	70.0094	70.5074	71.0017	71.4733	71.9747	72.4171	72.9145	73.3757	73.885	74.39
1500	Low-income countries	62.6584	63.8103	64.8093	65.6847	66.4684	67.1971	67.8723	68.4961	69.0739	69.6413	70.1957	70.7591	71.3138	71.8857	72.4287	73.0265
1518	No income group available	76.624	77.2114	77.7719	78.184	78.5681	78.9107	79.2385	79.6187	80.0739	80.5813	81.148	81.7671	82.3509	82.8694	83.3709	83.8976
910	Eastern Africa	63.1249	64.2143	65.1904	66.058	66.8169	67.5306	68.2132	68.902	69.5256	70.1838	70.7894	71.4602	72.1231	72.8384	73.5235	74.2584
108	Burundi	59.0085	59.6031	60.2688	60.8852	61.4757	62.0294	62.5631	63.074	63.5227	63.9806	64.4047	64.8017	65.2127	65.6103	65.9836	66.3817
174	Comoros	61.5358	61.6996	61.9262	62.1972	62.4788	62.7642	63.0709	63.3604	63.6348	63.9272	64.2014	64.4834	64.7641	65.0518	65.3407	65.62
262	Djibouti	64.0979	64.361	64.7086	65.0574	65.4191	65.7635	66.1021	66.432	66.8072	67.1413	67.5285	67.9101	68.2798	68.6742	69.0944	69.5735
232	Eritrea	63.4309	63.967	64.4847	64.9931	65.4339	65.8847	66.332	66.7408	67.1366	67.5602	67.9668	68.4076	68.8599	69.304	69.7721	70.3099
231	Ethiopia	64.0162	64.605	65.1726	65.7127	66.2159	66.6956	67.1377	67.557	67.9763	68.3881	68.8514	69.2955	69.7522	70.226	70.7021	71.2438
404	Kenya	63.2787	63.5309	63.8496	64.1802	64.5212	64.8561	65.2173	65.5864	65.9878	66.3428	66.7467	67.1708	67.5912	68.0388	68.5069	69.0235
450	Madagascar	64.8093	65.4473	66.0687	66.6308	67.1471	67.6243	68.0891	68.4976	68.9315	69.3547	69.8451	70.3082	70.7764	71.3302	71.8116	72.369
454	Malawi	60.5388	61.3946	62.2219	62.9502	63.6225	64.25	64.8152	65.3606	65.904	66.4109	66.9002	67.417	67.9565	68.5066	69.0445	69.6052
480	Mauritius	70.8289	71.0225	71.3449	71.7496	72.1941	72.7067	73.238	73.8237	74.397	75.0604	75.7037	76.3603	77.0556	77.7249	78.3841	79.0581
175	Mayotte	75.4492	76.0382	77.3885	78.1978	78.9776	79.668	80.2697	80.8064	81.2891	81.7373	82.1576	82.5767	82.9673	83.3749	83.7629	84.1428
508	Mozambique	57.1574	58.0696	58.9549	59.775	60.5156	61.1891	61.7904	62.3784	62.9171	63.4535	63.9455	64.4129	64.8766	65.3575	65.7708	66.2532
638	Reunion	77.3753	78.0249	78.7722	79.4966	80.1256	80.6608	81.1436	81.585	82.003	82.4137	82.8279	83.2266	83.6266	84.0197	84.4261	84.8045
646	Rwanda	65.984	66.4203	66.8774	67.3269	67.7604	68.1713	68.6122	69.0557	69.5135	69.9716	70.4765	70.9793	71.5425	72.1317	72.7502	73.3847
690	Seychelles	68.8376	68.8793	69.3011	69.579	69.9458	70.3574	70.8066	71.3118	71.8297	72.3784	72.9515	73.529	74.1754	74.796	75.449	76.1441
706	Somalia	54.8123	55.3193	55.9323	56.5933	57.2236	57.8221	58.4034	58.9256	59.4088	59.8593	60.3086	60.7146	61.1267	61.5165	61.8765	62.2346
728	South Sudan	55.373	55.7872	56.2946	56.8318	57.3629	57.8731	58.3331	58.7729	59.181	59.6119	60.0089	60.3542	60.7161	61.0437	61.3893	61.7151
800	Uganda	60.1574	60.6837	61.2417	61.7856	62.2846	62.7993	63.242	63.6931	64.0996	64.5118	64.937	65.3308	65.7533	66.1182	66.5074	66.9158
834	United Republic of Tanzania	62.7202	63.1578	63.6425	64.1342	64.5745	65.0108	65.4188	65.7814	66.1768	66.5484	66.9262	67.2867	67.6712	68.0772	68.4882	68.9045
894	Zambia	59.886	60.2805	60.7461	61.1902	61.6447	62.102	62.548	62.97	63.3815	63.7939	64.2184	64.6111	65.0156	65.4419	65.8165	66.2451
