country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	75.59108602	76.42584261	77.21030636	77.89868639	78.52944506	79.11597296	79.65701629	80.16151773	80.64164917	81.10316327	81.54338047	81.98013091	82.40736289	82.83904644	83.26452784	83.68912127
947	Sub-Saharan Africa	63.96215332	65.49068173	66.87579208	68.12753512	69.27051436	70.32563813	71.2979014	72.19596291	73.03071348	73.81450551	74.54546636	75.23586226	75.8850002	76.51013888	77.1119514	77.69702996
1833	Northern Africa and Western Asia	76.62484825	77.47189214	78.28633752	79.00207538	79.65909384	80.26992245	80.8431545	81.38120928	81.88798681	82.37478971	82.85023845	83.33312585	83.8140899	84.30555725	84.79082877	85.26222343
921	Central and Southern Asia	72.10831022	73.20867029	74.19694668	75.09926063	75.93643364	76.72569173	77.47057251	78.17237143	78.83713906	79.4736763	80.08544536	80.68736568	81.26558591	81.84984488	82.41613934	82.97407611
1832	Eastern and South-Eastern Asia	79.68612422	80.34409686	80.95919363	81.54188672	82.10514142	82.66196833	83.20846017	83.747139	84.28500242	84.80738526	85.3160164	85.83264621	86.34827619	86.8722188	87.38860948	87.9109129
1830	Latin America and the Caribbean	79.20413393	80.02750313	80.88200363	81.59312922	82.27377025	82.92553775	83.546123	84.14652658	84.72575727	85.29768417	85.8525608	86.40192417	86.94584568	87.48158532	88.01637481	88.54719963
927	Australia/New Zealand	85.5668172	86.14112489	86.72788287	87.30688681	87.87250561	88.44319621	89.01886979	89.59200457	90.16794208	90.74251034	91.32343316	91.88042159	92.44723407	93.01445316	93.58256124	94.1397673
1835	Oceania (excluding Australia and New Zealand)	68.93965642	69.9470109	70.84006267	71.6468311	72.38230947	73.06367746	73.69071152	74.3142829	74.8792818	75.45524389	76.03519551	76.60956076	77.17345315	77.74126422	78.29656079	78.83812261
1829	Europe and Northern America	82.10099596	82.73385362	83.45238928	84.06306782	84.66288746	85.24634506	85.79339851	86.32369213	86.86171516	87.42415112	88.00457715	88.58614431	89.15864964	89.68823179	90.20707321	90.73215464
903	Africa	65.97295902	67.37898909	68.67001813	69.84424503	70.91023756	71.88567339	72.77541797	73.58931123	74.33735769	75.03357669	75.67947906	76.29480823	76.88129147	77.45926598	78.02420607	78.57643222
935	Asia	76.43763624	77.30572506	78.09197886	78.79883712	79.44259691	80.04323295	80.61013728	81.1463304	81.66388245	82.16990665	82.67063734	83.18048776	83.68460793	84.208231	84.73092925	85.25792991
908	Europe	82.25014694	82.89588144	83.53941019	84.15475811	84.76940613	85.37413012	85.94367503	86.49281001	87.03597323	87.60668854	88.19917793	88.79714132	89.37598627	89.91522	90.43567568	90.96222967
904	Latin America and the Caribbean	79.20413393	80.02750313	80.88200363	81.59312922	82.27377025	82.92553775	83.546123	84.14652658	84.72575727	85.29768417	85.8525608	86.40192417	86.94584568	87.48158532	88.01637481	88.54719963
905	Northern America	81.96998357	82.56699591	83.43626982	84.020541	84.5889697	85.15067176	85.69292819	86.22648284	86.77555382	87.3179215	87.85126791	88.37206646	88.90968472	89.41979733	89.94500565	90.47867092
909	Oceania	81.23433115	81.89855411	82.49823722	83.0484107	83.55331836	84.04112037	84.51802	84.9984649	85.44917283	85.89249157	86.3350441	86.770252	87.23613706	87.73265215	88.23752835	88.72960103
901	More developed regions	82.82350815	83.44468871	84.13119875	84.71298519	85.28764915	85.85643909	86.40143182	86.93073395	87.4617968	88.00864402	88.56728128	89.13124706	89.6919798	90.21594995	90.73161779	91.25045601
902	Less developed regions	73.89515694	74.85195085	75.73920288	76.53828568	77.26338633	77.9240451	78.52473519	79.07484285	79.58952162	80.07920644	80.54125547	80.99053718	81.42084217	81.85737341	82.28793088	82.71818131
941	Least developed countries	68.05001661	69.4184878	70.6590196	71.78202626	72.81654673	73.76978682	74.6395581	75.42035482	76.13612844	76.79270105	77.39407622	77.95835027	78.49098139	79.00793921	79.51132969	80.01089706
934	Other less developed countries	75.10080213	75.98098164	76.79839138	77.53858801	78.21471911	78.83930837	79.41553439	79.95559445	80.46917263	80.96772858	81.4487156	81.92302742	82.37838681	82.84177869	83.29757292	83.7512231
948	Less developed regions, excluding China	72.31225241	73.35913898	74.32810679	75.19431485	75.98485117	76.70982108	77.37209545	77.98059579	78.5456363	79.07987606	79.5820046	80.06844661	80.53219478	80.99341709	81.44274122	81.88677276
1636	Land-locked Developing Countries (LLDC)	68.91709773	70.2597827	71.45633179	72.52420087	73.47870402	74.34019417	75.13326918	75.86673188	76.55763236	77.20033513	77.80492756	78.37689112	78.93098359	79.47578975	80.00592087	80.52812474
1637	Small Island Developing States (SIDS)	75.41051002	76.35248678	77.23650847	77.96259953	78.58330961	79.11894042	79.59105654	80.04942575	80.47101104	80.88976916	81.30007362	81.70666161	82.10086781	82.49221134	82.8927752	83.29233081
1503	High-income countries	84.00360744	84.59013899	85.26235299	85.80770361	86.33340343	86.84996661	87.35240308	87.84897474	88.35063643	88.85920119	89.36422575	89.87230846	90.39189584	90.90027785	91.41264757	91.92166763
1517	Middle-income countries	74.69477485	75.57843831	76.40092801	77.15466233	77.84724433	78.48970754	79.0842539	79.64011632	80.1646706	80.67087381	81.15629521	81.63208063	82.0859466	82.54636337	82.99845367	83.44583629
1502	Upper-middle-income countries	79.04515854	79.80181051	80.53122504	81.21374089	81.86796262	82.50122542	83.1044009	83.68728356	84.25886707	84.817859	85.36419643	85.91032174	86.44733595	86.97475194	87.48496782	87.99614235
1501	Lower-middle-income countries	71.05799135	72.08468217	73.02423076	73.88694228	74.68757554	75.4415013	76.15033108	76.81891726	77.4457387	78.04125748	78.60167435	79.14060178	79.64368879	80.14369327	80.62599129	81.09615948
1500	Low-income countries	67.00361964	68.49257331	69.81574015	70.97893393	72.02813063	72.9794659	73.84516854	74.63203153	75.36772485	76.05215691	76.69620966	77.31184821	77.90482059	78.48192594	79.04357673	79.59739968
1518	No income group available	83.39293248	84.0196663	84.62485088	85.12637339	85.58710556	86.02046619	86.42020135	86.8044171	87.1956491	87.62176406	88.0955823	88.61934203	89.1687312	89.71200956	90.22344439	90.69733766
910	Eastern Africa	67.94243061	69.47827893	70.84296514	72.05526385	73.15021651	74.14384189	75.05454412	75.89286247	76.67850704	77.41898044	78.12424446	78.79925618	79.44972812	80.07721097	80.68347202	81.27624672
108	Burundi	64.56	66.22	67.73	69.1	70.35	71.49	72.53	73.48	74.38	75.21	75.98	76.71	77.42	78.11	78.76	79.41
174	Comoros	66.88	67.9	68.82	69.68	70.48	71.24	71.97	72.66	73.33	73.97	74.61	75.22	75.83	76.42	77	77.57
262	Djibouti	70.16	71.43	72.57	73.6	74.54	75.41	76.22	76.98	77.72	78.4	79.09	79.73	80.36	81	81.6	82.19
232	Eritrea	69.75	71.28	72.61	73.76	74.77	75.69	76.54	77.33	78.09	78.79	79.49	80.14	80.79	81.41	82.02	82.61
231	Ethiopia	69.8	71.44	72.85	74.07	75.15	76.12	77	77.82	78.58	79.3	79.99	80.65	81.3	81.93	82.54	83.13
404	Kenya	69.87	71.09	72.18	73.18	74.1	74.96	75.77	76.54	77.28	78	78.69	79.37	80.03	80.68	81.34	81.96
450	Madagascar	69.92	71.5	72.86	74.04	75.11	76.07	76.95	77.75	78.52	79.24	79.94	80.62	81.26	81.88	82.5	83.1
454	Malawi	68.77	70.68	72.3	73.69	74.9	75.96	76.91	77.77	78.58	79.35	80.05	80.74	81.4	82.04	82.65	83.26
480	Mauritius	78.92	79.57	80.21	80.83	81.44	82.04	82.62	83.19	83.77	84.31	84.86	85.38	85.92	86.45	86.98	87.52
175	Mayotte	83.24	83.93	84.97	85.61	86.24	86.85	87.46	88.05	88.63	89.21	89.78	90.34	90.92	91.48	92.04	92.58
508	Mozambique	64.95	66.86	68.57	70.06	71.4	72.6	73.66	74.62	75.51	76.32	77.1	77.83	78.53	79.21	79.84	80.5
638	Reunion	84.45	85.13	85.78	86.43	87.06	87.67	88.27	88.86	89.46	90.04	90.62	91.18	91.74	92.31	92.89	93.45
646	Rwanda	72.16	73.6	74.84	75.94	76.94	77.83	78.66	79.43	80.16	80.85	81.53	82.18	82.81	83.42	84.01	84.58
690	Seychelles	77.71	78.33	79.13	79.74	80.32	80.9	81.47	82.02	82.59	83.15	83.68	84.22	84.76	85.28	85.8	86.33
706	Somalia	60.11	61.49	62.82	64.07	65.23	66.29	67.31	68.24	69.1	69.91	70.68	71.42	72.12	72.8	73.45	74.07
728	South Sudan	60.31	61.62	62.86	64	65.05	66.03	66.94	67.79	68.59	69.35	70.06	70.77	71.43	72.05	72.66	73.26
800	Uganda	66.67	68.2	69.6	70.84	71.98	72.99	73.95	74.82	75.63	76.41	77.14	77.84	78.52	79.17	79.8	80.42
834	United Republic of Tanzania	68.25	69.74	71.07	72.26	73.33	74.33	75.24	76.08	76.86	77.6	78.31	78.99	79.65	80.3	80.93	81.55
894	Zambia	67.71	69.06	70.3	71.41	72.44	73.38	74.26	75.06	75.85	76.6	77.31	77.98	78.64	79.29	79.91	80.52
716	Zimbabwe	63.66	65.03	66.32	67.51	68.63	69.68	70.65	71.57	72.44	73.24	74.03	74.78	75.49	76.16	76.82	77.48
911	Middle Africa	62.62638116	64.07781445	65.41899102	66.65383989	67.78081095	68.82074776	69.78147822	70.66944605	71.49885909	72.28023157	73.01591787	73.72667227	74.39522967	75.04211354	75.67421115	76.28424873
24	Angola	65.12	66.67	68.03	69.26	70.33	71.29	72.16	72.96	73.7	74.4	75.06	75.7	76.29	76.88	77.44	78
