country_code	name	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
1500	Low-income countries	-1006.641	-469.45	-496.773	-184.569	-1541.452	-3149.401	-5522.227	-3589.86	984.543	-3595.794	-2091.059	-3911.691	-10216.206	-4498.393	1640.958	-533.697	-2240.701	-2399.336	-2388.005	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12	-2376.12
1518	No income group available	-4.966	2.959	-11.847	-12.641	-94.935	-1.151	5.449	49.599	18.741	41.112	62.487	-31.424	-51.738	15.103	20.671	23.202	23.525	23.745	24.882	25.982	25.982	25.982	25.982	25.982	25.982	25.982	25.982	25.982	25.982	25.982
910	Eastern Africa	-100.487	-122.621	-205.584	-100.195	-622	-669.173	-606.013	-389.136	-2264.564	-411.056	-1034.315	-1569.259	-1776.41	-1312.025	-1700.087	-1117.633	-902.71	-852.786	-852.895	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017	-853.017
108	Burundi	-69.947	-70.048	-84.989	-57.9	-266.496	-150.29	-139.146	-180.004	-320.001	-455.304	-24.721	30.004	-70.001	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003	10.003
174	Comoros	0	-6.116	-8.491	-5.5	-5.5	10	-4.5	-4.5	-3	-6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
262	Djibouti	0.999	5	18	25	34.997	91.193	9.999	89.998	-45	9.988	-8.997	-12.221	6.002	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501	4.501
232	Eritrea	0.997	3	6.997	4.999	10	10	10	-40	-314.772	-129.998	227.29	-80.009	-246	-199.29	-80	-50.002	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998	-34.998
231	Ethiopia	-19.999	-20	-19.999	-42.182	-59.597	-2112.372	248.546	765.993	1457.943	-155.577	-150.001	-50.132	399.997	150.002	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001	-60.001
404	Kenya	0	0	-20	-19.535	-17.915	-2.93	3.805	5.023	221.569	-21.386	25.144	-189.33	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50
450	Madagascar	0	0	0	-8	-19	-30	-10	-10	-9.5	-8.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5	-7.5
454	Malawi	0	0	0	0	-15.002	13.999	0	877.076	-861.893	-59.163	-59.163	-59.163	-80.263	-80.263	-30.883	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30	-30
480	Mauritius	2.662	-8.097	-30.869	-29.156	-20.463	-20.617	-21.632	-35.977	-5.611	-8.858	-19.372	-12.079	-12.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	Mayotte	2.619	2.459	2.314	0.454	0.496	-0.987	3.794	6.055	10.734	4.664	0.2	-2	-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	Mozambique	-23.5	-23.5	-23.5	-23.5	-23.5	87.373	-376.378	-1336.06	642.368	-50	30.004	-40	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
638	Reunion	2.545	-3.943	-2.436	12.306	-23.731	-18.024	3.09	-1.996	9.589	9.746	-0.89	-12.422	-14.141	-6.28	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141	-3.141
646	Rwanda	0	0	-140.001	20	-20	-20	-50.002	29.999	-1374.27	1244.966	-72.601	-79.767	-108.094	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998	-44.998
690	Seychelles	-2.373	-2.561	-0.984	-1.11	0.168	-0.299	-3.186	-5.196	0.503	-0.255	2.634	-2.725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
706	Somalia	0	-1.328	-1.328	1.91	0	1796.103	-454.532	-410.787	-822.004	0	0	-199.997	-233.405	-200.002	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994	-149.994
728	South Sudan	0	0	0	0	25	60	150	-416.233	-1097.076	300	432	846.611	-100	-870.998	-125	-75	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
800	Uganda	0	0	124.999	50.004	-276.112	-179.999	-120.001	200.002	109.998	-180.002	-250.002	-500	-299.994	843.469	-580.102	-299.998	-200.002	-149.998	-149.999	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150
834	United Republic of Tanzania	10.017	10.017	25.04	36.058	120.202	-25.04	35.062	68.117	584.095	-400.706	-300.523	-500.853	-250.435	-200.381	-200.432	-200.508	-200.58	-200.66	-200.768	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889	-200.889
894	Zambia	0	0	-35.328	-22.042	-20	-25	10	-75	-150	20	-150	-175	-50	-40	-40	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
716	Zimbabwe	-4.507	-7.504	-15.009	-42.001	-45.547	-152.283	99.068	84.354	-298.236	-524.671	-697.817	-512.676	-622.997	-584.288	-306.54	-99.995	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50
911	Middle Africa	-6.14	-100.866	-163.881	-352.707	56.19	90.358	-257.968	189.733	1463.476	-622.612	278.005	441.34	-28.886	5.267	-55.998	-109.005	-113.509	-113.004	-117.503	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001	-122.001
24	Angola	0	-172.887	-296.717	-587.286	199.8	199.8	234.148	188.491	142.812	199.8	261.1	357.301	166.267	32.066	0	-5.002	-5.002	-4.997	-4.998	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
120	Cameroon	0	0	0	-1	-2.5	0	-16.5	-19.5	-48	-48	-54	-54	-36	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24	-24
140	Central African Republic	0	0	11.93	13.145	-50	-1	40	-80	50	30	-24.405	-125.614	-396.129	-200	-80	-35	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
148	Chad	0	-2.5	-5	-40.95	-49.05	-175.5	-131.245	1.418	-10.374	69.444	218.966	75	100	10	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
178	Congo	0	0	0	0	0	-7.407	2.098	2	22.53	49.302	51.485	91.771	-60	-20	-10	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003	-5.003
180	Dem. Republic of the Congo	0	75	122.65	242.939	27.45	100.685	-450.468	74.515	1287.106	-958.174	-241.564	-43.426	15.06	119.303	0	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75	-75
226	Equatorial Guinea	0	0	2.998	5.001	-70	-29.998	64.999	20	20.002	35.001	50.003	80.001	89.999	79.998	60.002	45	29.996	29.996	24.998	20.002	20.002	20.002	20.002	20.002	20.002	20.002	20.002	20.002	20.002	20.002
266	Gabon	2.999	2.999	9.41	16.188	2.999	4.999	4.999	4.999	4.999	9.566	24.82	63.698	100.317	16.301	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
678	Sao Tome and Principe	-9.139	-3.478	-9.152	-0.744	-2.509	-1.221	-5.999	-2.19	-5.599	-9.551	-8.4	-3.391	-8.4	-8.401	-7	-5	-4.5	-4	-3.5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
913	Southern Africa	-25.871	-49.748	47.104	147.718	188.481	30.124	122.062	-75.487	828.785	592.112	605.937	767.167	720.057	625.997	489.406	421.247	371.299	291.905	287.513	289.793	289.793	289.793	289.793	289.793	289.793	289.793	289.793	289.793	289.793	289.793
72	Botswana	-7.655	-30.622	-22.436	-24.198	3.992	17.744	5.203	46.821	24.296	36.443	26.928	26.928	-73.138	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999
748	Eswatini	-5.676	-8.048	-12.011	-3.966	-11.426	-10.1	-9.31	-2.218	-23.252	-25.847	-47.814	-38.219	-41.764	-41.764	-27.392	-15.995	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999	9.999
426	Lesotho	-20	-25.998	-24.999	-22.399	-24.048	-6.538	-25.76	-40.195	-7.839	-37.212	-161.218	-92.476	-47.704	-50.234	-40.001	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999	-19.999
516	Namibia	0	0	0	-1.078	-2.696	-44.298	-29.069	38.106	-17.28	-21.174	-0.941	8.713	-37.034	-24.03	-19.947	-16.555	-13.742	-11.407	-9.47	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858	-7.858
710	South Africa	7.46	14.92	106.55	199.359	222.659	73.316	180.998	-118.001	852.86	639.902	788.982	862.221	919.697	727.026	561.747	458.797	380.042	298.313	291.984	292.652	292.652	292.652	292.652	292.652	292.652	292.652	292.652	292.652	292.652	292.652
914	Western Africa	-54.075	-71.518	-57.374	-140.298	-195.54	-148.051	-971.584	-989.609	-1142.372	-445.744	-804.266	-983.641	-1399.441	-885.01	-863.64	-837.096	-847.731	-846.852	-845.476	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985	-843.985
204	Benin	-23.001	-23.001	-24.295	-23.742	-24.845	-19.393	-10.848	-8.723	68.259	-2.851	25.005	-48.776	-42.268	-10	-10	-10	-10	-10	-10	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999	-9.999
854	Burkina Faso	-102.159	-102.159	-144.723	-144.723	-170.263	-217.4	-217.4	-183.699	-150.001	-137.499	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125	-125
132	Cabo Verde	-5.926	-22.773	-1.167	4.267	-34.907	-27.982	-20.313	-27.757	-6.376	-5.438	-9.859	-11.341	-8.029	-6.709	-6.219	-4.663	-3.5	-2.625	-1.966	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476	-1.476
384	Cote d'Ivoire	69.38	100.515	200.706	200.706	393.042	403.322	427.498	319.134	375	180	-300	-200	-80	-40	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
270	Gambia	0	5.041	5.282	13.403	14.403	14.58	14.883	60.597	2.62	-4.57	1.517	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436	-15.436
288	Ghana	60.002	60.003	30	-260.133	-143	-459.839	-12.339	-40	-16	-126.999	25.002	150	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50
324	Guinea	0	0	0	0	-87.571	-156.695	-83.323	0	-134.975	-181.099	-349.998	-311.422	-293.749	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20
624	Guinea-Bissau	-10.001	-9.982	-20.001	-7.23	-14.999	-79.367	-30.001	-28.004	-29.999	-41.167	-27.932	-17.502	-7.005	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996	-6.996
430	Liberia	-0.013	7.983	7.996	7.996	10.996	11.949	0	-359.708	-290	462.952	-50	175.585	25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25
466	Mali	-35.031	-49.07	-70.243	-98.235	-95.585	-174.998	-218.064	-493.982	-173.489	-141.95	-67.11	-100.823	-302.449	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200
478	Mauritania	-1.3	-1.6	-1.82	-2.76	-5.95	-9.7	-16.1	-39.998	-44.622	-44.003	-10.004	10.001	25.002	25.002	20.003	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999	14.999
562	Niger	5.001	-25.124	-11.545	-11.545	-13.763	-18.138	-92.946	-77.917	-2.679	-9.944	-9.497	-20.001	18.911	20.001	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
566	Nigeria	3.368	2.706	1.021	-43.347	-38.526	820.713	-677.063	-91.407	-95.769	-95.027	-170	-300	-300	-300	-300	-300	-311.798	-311.8	-311.081	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079	-310.079
686	Senegal	33.033	44.046	50.002	86.522	65.586	-134.783	-85.108	-60.291	-77.004	-227.553	-202.487	-218.014	-214.002	-100.001	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996	-99.996
694	Sierra Leone	0	0	0	0	0	0	0	62.745	-450	-150	500	60	-21	-21	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20
768	Togo	-46.919	-57.336	-77.885	138.923	-49.999	-100	50.001	-20	-116.499	80	-33	-10.598	-9.994	-9.999	-9.996	-10.004	-10.004	-9.998	-10	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002	-10.002
912	Northern Africa	-423.11	-391.38	-656.945	-867.14	-1351.14	-903.7	-365.449	-520.481	-253.594	-1577.194	-1553.532	-2342.645	-1776.605	-749.35	-502.091	-502.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091	-452.091
12	Algeria	-359.943	-191.853	-282.941	-121.335	-253.436	-224.833	-81.02	-93.302	-128.679	-164.413	-205.228	-357.34	-143.268	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002
818	Egypt	-50.1	-50.1	-50.1	-239.7	-559.179	-595.294	-392.93	-212.184	-460.404	-210.899	-74.464	-283.573	-280.944	-190.164	-200	-200	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150	-150
434	Libya	0	46.022	45.891	48.002	58.665	57.534	113.38	5.49	3.965	-57.368	-20.569	-118.555	-300.002	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997	-9.997
504	Morocco	0	-13.001	-239.8	-474.734	-508.947	-309.839	-320.659	-430.184	-466.627	-532.581	-654.821	-565.14	-367.108	-257.096	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200	-200
729	Sudan	0	0	0	0	20.002	180	219.998	150	645.81	-602.679	-546.005	-982.687	-538.145	-250.001	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002	-50.002
788	Tunisia	-18.667	-190.748	-142.495	-96.523	-97.065	-72.068	85.582	48.999	140.341	-39.804	-143.045	-40.641	-150	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20	-20
732	Western Sahara	5.6	8.3	12.5	17.15	-11.18	60.8	10.2	10.7	12	30.55	90.6	5.291	2.862	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91	27.91
922	Western Asia	262.926	311.89	346.367	63.706	287.005	394.524	1043.089	43.699	95.901	-882.454	1704.479	6352.889	3726.805	974.56	1289.46	117.726	-483.934	-533.294	-548.274	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766	-547.766
51	Armenia	49.863	59.93	70.335	103.399	86.404	17.214	-51.23	-67.528	-496.288	-223.873	-160.521	-183.361	-30.535	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989	-24.989
31	Azerbaijan	0	0	0	-40	-50.466	-50.466	-101.568	-161.568	-115.116	-111.849	36.523	53.579	8.499	6.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	Bahrain	3.08	7.861	-4.195	-8.033	19.123	48.962	3.234	12.899	5.48	39.18	155.5	272	42	239	75	65	30	20	20	20	20	20	20	20	20	20	20	20	20	20
196	Cyprus	-13.8	-6.648	-43.025	-7.843	3.053	-1.215	-27.634	17.167	43.195	53.26	57.53	58.658	22.509	25	24.999	25.001	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999	24.999
268	Georgia	44.882	68.186	96.284	85.2	-73.426	-95.445	-47.827	-43.659	-591.854	-653.597	-148.337	-119.811	-95.34	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50	-50
