country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	2.41799142	2.375792748	2.33224642	2.285080428	2.244564534	2.209048047	2.177318031	2.144275226	2.11242222	2.080077999	2.051392233	2.026560658	2.002245337	1.979387914	1.957190327	1.936526041
947	Sub-Saharan Africa	4.395799323	4.093097586	3.816964367	3.570651014	3.356896821	3.166169327	3.001238238	2.854820138	2.728428407	2.616575866	2.518958208	2.432012047	2.351931895	2.28056133	2.217036417	2.160222419
1833	Northern Africa and Western Asia	2.775687796	2.644233851	2.537222195	2.442716315	2.353469258	2.277951606	2.21650285	2.168318755	2.121859835	2.074388919	2.031581901	1.996753902	1.968182296	1.940782401	1.915694208	1.894353639
921	Central and Southern Asia	2.286951001	2.181642871	2.095013996	2.019805022	1.958977864	1.911837822	1.877353986	1.846052668	1.822825315	1.798562358	1.779988622	1.767924488	1.757622748	1.753865074	1.749741794	1.746714013
1832	Eastern and South-Eastern Asia	1.814479582	1.813243975	1.813959196	1.804631081	1.799160185	1.791567069	1.784564514	1.779041475	1.774894807	1.770985879	1.767218841	1.766235578	1.765345346	1.763692537	1.763001334	1.763652527
1830	Latin America and the Caribbean	1.95784265	1.889279002	1.837297183	1.795108485	1.766364075	1.750134969	1.736493189	1.72762172	1.723184412	1.719561779	1.718742738	1.719157772	1.720957678	1.722753054	1.725429877	1.728935026
927	Australia/New Zealand	1.795728426	1.767800464	1.751396351	1.735466352	1.725927988	1.721601591	1.721813451	1.724252351	1.723546593	1.724425175	1.726826494	1.729866079	1.73381386	1.734903988	1.739030205	1.740838269
1835	Oceania (excluding Australia and New Zealand)	3.273170009	3.112772472	2.97482612	2.847223841	2.740266673	2.645178268	2.555373243	2.475523542	2.399663017	2.329016093	2.258325371	2.199464311	2.137188107	2.081976393	2.034947742	1.99365872
1829	Europe and Northern America	1.667953588	1.687439956	1.710179188	1.723728086	1.73249349	1.742989483	1.75378148	1.762095516	1.766665499	1.769470458	1.772341889	1.776662292	1.781701767	1.785245103	1.78692091	1.787867593
903	Africa	4.155452721	3.892644222	3.651200812	3.433801492	3.242288192	3.0707284	2.921715783	2.789908716	2.67451709	2.570336628	2.478462931	2.396848632	2.321989115	2.254791643	2.1946239	2.140830087
935	Asia	2.092591522	2.045127559	1.99698577	1.944694389	1.904519567	1.875943804	1.855536437	1.834325014	1.815357928	1.796404978	1.782479483	1.774587469	1.768082349	1.764154631	1.760277468	1.757825109
908	Europe	1.61501034	1.640333221	1.671133031	1.693579114	1.707451998	1.717921029	1.727339554	1.735282784	1.742192144	1.747905398	1.753832407	1.758301903	1.76168078	1.764854194	1.766915531	1.769811992
904	Latin America and the Caribbean	1.95784265	1.889279002	1.837297183	1.795108485	1.766364075	1.750134969	1.736493189	1.72762172	1.723184412	1.719561779	1.718742738	1.719157772	1.720957678	1.722753054	1.725429877	1.728935026
905	Northern America	1.755073638	1.760678732	1.767153202	1.77206756	1.77582252	1.782172556	1.787789424	1.793570104	1.797058248	1.799184697	1.799054476	1.80145498	1.805657375	1.807559905	1.808678508	1.808505437
909	Oceania	2.297295387	2.242677994	2.190804852	2.141762133	2.106809496	2.079744399	2.054223088	2.029000043	1.999477307	1.971370588	1.944407609	1.923125992	1.901055448	1.879202704	1.861376903	1.843900305
901	More developed regions	1.64698344	1.666865102	1.691389794	1.707213039	1.718280545	1.730216582	1.741540811	1.750053575	1.754944246	1.758567812	1.762414524	1.767478696	1.772942658	1.776670836	1.778567805	1.779732757
