country_code	name	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	70.8127713	71.6477822	72.45003001	73.17135394	73.86198296	74.52391633	75.1449666	75.73433767	76.28927665	76.82427596	77.33945835	77.8359969	78.32444994	78.8173775	79.30769632	79.80705231
947	Sub-Saharan Africa	60.28834491	61.65936265	62.88439891	63.98284493	64.97358274	65.88298169	66.71488125	67.499772	68.24103944	68.95165707	69.63797157	70.30286941	70.94846948	71.58782376	72.21987966	72.86141424
1833	Northern Africa and Western Asia	72.40754995	73.28881753	74.10304496	74.85616768	75.59168886	76.28797341	76.94098406	77.55668151	78.13459727	78.69076463	79.24771696	79.81005915	80.37559154	80.95303979	81.52820109	82.09472995
921	Central and Southern Asia	69.18959195	70.08697527	70.88174845	71.60692337	72.30638884	73.00121802	73.69008544	74.38196899	75.05619715	75.75125289	76.45591129	77.16864141	77.89311608	78.62156461	79.34045035	80.07407459
1832	Eastern and South-Eastern Asia	74.47010912	75.23846645	76.01383728	76.77887444	77.56788054	78.36173239	79.14975029	79.91710696	80.65931747	81.34918102	81.99739079	82.59774556	83.17181757	83.75102275	84.33020385	84.90090634
1830	Latin America and the Caribbean	72.9483578	73.97081139	75.04766584	76.03857007	77.02253421	77.99894683	78.93894703	79.8275828	80.64706875	81.40771562	82.11755308	82.77962007	83.40240006	83.99459441	84.55611218	85.10525048
927	Australia/New Zealand	81.94078295	82.63182966	83.31501216	83.91848522	84.52077815	85.10408663	85.66977276	86.23242627	86.79634857	87.37127712	87.92717255	88.49572313	89.04117646	89.61419192	90.15435286	90.71139925
1835	Oceania (excluding Australia and New Zealand)	65.7252287	66.52186626	67.24959436	67.87952476	68.46500667	69.00718178	69.51881272	70.03280354	70.51832748	71.00598075	71.51533575	72.02768129	72.5567941	73.10788334	73.67757163	74.2720057
1829	Europe and Northern America	76.19977647	77.08268487	78.09516653	78.94629991	79.75919563	80.53192238	81.26412746	81.97462099	82.66739453	83.3630772	84.03531183	84.67618424	85.26933544	85.84001999	86.38992946	86.93483835
903	Africa	62.27464474	63.5248301	64.65632604	65.68038685	66.60545346	67.45360626	68.22864887	68.95901583	69.64346932	70.29209566	70.91523461	71.52160171	72.11888018	72.7240029	73.32950687	73.94435363
935	Asia	72.10133895	72.92368338	73.69646452	74.42352254	75.14462272	75.85285708	76.54094198	77.21117993	77.85644593	78.49482865	79.12816437	79.74928672	80.37073952	81.00425923	81.63955534	82.28183475
908	Europe	75.87108891	76.77143215	77.64099702	78.46189994	79.23723728	79.97386694	80.69473511	81.41209913	82.13172041	82.86147242	83.57748731	84.26230985	84.89231339	85.49131843	86.06530579	86.64310126
904	Latin America and the Caribbean	72.9483578	73.97081139	75.04766584	76.03857007	77.02253421	77.99894683	78.93894703	79.8275828	80.64706875	81.40771562	82.11755308	82.77962007	83.40240006	83.99459441	84.55611218	85.10525048
905	Northern America	77.06816842	77.91359916	79.21274611	80.07883028	80.9229639	81.74150524	82.48082746	83.15564329	83.75534749	84.32870589	84.86164827	85.37868029	85.88161856	86.39796316	86.9118529	87.4071928
