country_code	name	age	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	0	0.162080365	0.147451886	0.137385612	0.119836337	0.10650766	0.096055732	0.084820527	0.074747085	0.069980573	0.062651969	0.053863277	0.044679918	0.037119668	0.032179545	0.028998986	0.02636182	0.024053521	0.022049331	0.020292957	0.018776139	0.017491443	0.016360336	0.015369371	0.014453273	0.013610435	0.012832698	0.012120285	0.011479316	0.010895638	0.010340281
900	World	1	0.021834084	0.019104184	0.017786455	0.015017256	0.012124959	0.010501187	0.0088914	0.007679006	0.007300642	0.006519846	0.005415652	0.004141547	0.003240271	0.002766599	0.002570367	0.002397211	0.002228122	0.002062796	0.001906995	0.001766194	0.00164021	0.001524543	0.001416855	0.001314794	0.001219379	0.001127412	0.001041749	0.000962892	0.00089103	0.00082262
900	World	5	0.006606021	0.005634984	0.005023435	0.003583171	0.003178353	0.002523353	0.002337175	0.002216711	0.001809206	0.001631331	0.001570395	0.00142607	0.00118285	0.001018887	0.000936803	0.000881066	0.000839409	0.000797739	0.000752395	0.000705141	0.000658413	0.000618471	0.000582156	0.000547883	0.000515452	0.000483067	0.000452602	0.00042256	0.000395213	0.000369552
900	World	10	0.004046387	0.003369724	0.003094962	0.002034726	0.001803007	0.001581028	0.001360522	0.001279192	0.001254212	0.001140649	0.001063969	0.001012853	0.000901226	0.000813644	0.00074969	0.000697594	0.000656818	0.00062437	0.000591822	0.000559371	0.000528003	0.000497235	0.000469862	0.000444951	0.000422118	0.000400055	0.000377952	0.000356875	0.000336818	0.00031785
900	World	15	0.004887521	0.004260195	0.003753384	0.00271261	0.002231709	0.002108525	0.001967605	0.001779938	0.001718739	0.001700842	0.001553947	0.001407295	0.001301553	0.001210586	0.00112095	0.001042151	0.000977214	0.000925772	0.000884844	0.000846124	0.000807049	0.000767553	0.000730413	0.000696903	0.000667532	0.000639554	0.000611296	0.000584035	0.000557482	0.000531764
900	World	20	0.006106473	0.005338521	0.004628052	0.003579141	0.002878251	0.002690761	0.002690666	0.002399902	0.002267084	0.002309946	0.00224528	0.002012763	0.001786614	0.001689357	0.001585216	0.001494723	0.00140322	0.001326442	0.00126421	0.001217773	0.001171066	0.001120802	0.001070866	0.001023609	0.000981184	0.000942643	0.000903423	0.000865999	0.000828991	0.000792714
900	World	25	0.006617189	0.005811542	0.00505683	0.004095498	0.003296835	0.00297146	0.002949423	0.002706183	0.00259075	0.002599574	0.002601057	0.00243858	0.002101844	0.001897237	0.001819846	0.001734705	0.001647686	0.001557755	0.001476091	0.001415175	0.001367123	0.0013146	0.00125926	0.001203075	0.001150035	0.001101263	0.001053463	0.001008335	0.000963588	0.000919512
900	World	30	0.00737731	0.006326883	0.005679679	0.004651292	0.003823987	0.003429994	0.003215949	0.002991081	0.003048558	0.003001434	0.00294487	0.002806508	0.002522967	0.002241425	0.002098125	0.002026688	0.001938891	0.001851084	0.001752598	0.001666068	0.001598969	0.001541075	0.001480544	0.001415281	0.001350485	0.001287463	0.001226327	0.001169654	0.001114859	0.001061248
900	World	35	0.008760269	0.007898554	0.006951408	0.005725913	0.004752671	0.004322988	0.00395409	0.003628678	0.003780306	0.00380835	0.003657353	0.00334702	0.003033037	0.002852014	0.002658287	0.002494336	0.002419706	0.002323724	0.002221956	0.00211219	0.002011674	0.001927536	0.001857039	0.001781368	0.001702341	0.001621177	0.001539121	0.001463068	0.00139152	0.00132238
900	World	40	0.011099509	0.010168225	0.009452158	0.007469084	0.006359469	0.005754318	0.005387258	0.004899296	0.004968195	0.004970855	0.004860196	0.004319344	0.003764578	0.00359458	0.003517222	0.003280883	0.003097383	0.003024193	0.002910932	0.002797588	0.002665395	0.002538078	0.002435078	0.00234685	0.002253742	0.002152862	0.002045039	0.001941664	0.001843632	0.001751211
900	World	45	0.01477142	0.013318353	0.01287019	0.01030799	0.008991534	0.008167085	0.00768703	0.007063223	0.006964086	0.006845755	0.00661535	0.006085716	0.005258824	0.004838522	0.004767047	0.004653527	0.004367676	0.004147627	0.004056259	0.00392291	0.003777364	0.003599323	0.003436057	0.003302043	0.003190133	0.003067564	0.00292875	0.002788461	0.002650756	0.002521346
900	World	50	0.019733433	0.018646219	0.017677479	0.014377104	0.013171924	0.011902072	0.011340196	0.010427278	0.010384435	0.009925197	0.009327771	0.008725301	0.007912208	0.007199197	0.006824625	0.006690673	0.006536589	0.006170261	0.005865434	0.005753317	0.005571927	0.005361093	0.005115158	0.004886779	0.004706428	0.004550961	0.004371314	0.004180938	0.003984154	0.003793084
900	World	55	0.028117232	0.027257207	0.025768536	0.02101413	0.019744435	0.017824594	0.017056202	0.015967099	0.015719752	0.015027488	0.013676208	0.01276071	0.01192199	0.0111226	0.010382458	0.009835087	0.009606187	0.009368073	0.008844771	0.008441211	0.008264601	0.007993174	0.007692294	0.007338275	0.007020664	0.006763002	0.006522611	0.006266902	0.00599178	0.005710103
900	World	60	0.041334699	0.040123395	0.037807376	0.032188865	0.029940599	0.027338376	0.025978409	0.024626952	0.024162542	0.022974214	0.021164681	0.019381582	0.018033285	0.017003635	0.016106444	0.015080084	0.014304058	0.013899923	0.013464036	0.012756715	0.012192616	0.01189679	0.011529673	0.011108626	0.010627581	0.010193233	0.009814447	0.009483928	0.009127946	0.008746344
900	World	65	0.059366267	0.058260358	0.05539998	0.048284225	0.045225989	0.041966699	0.039828194	0.037482054	0.036958473	0.035368334	0.032856074	0.030491884	0.028124348	0.026133001	0.025090673	0.023684534	0.022333672	0.021233739	0.020381153	0.019664462	0.018724812	0.01791068	0.01740772	0.016879984	0.016338162	0.015725098	0.015090427	0.014543076	0.014053526	0.013564812
900	World	70	0.086618918	0.085327446	0.080655484	0.071844541	0.068420822	0.064512887	0.061571174	0.058247418	0.056801936	0.05439705	0.050868231	0.047637466	0.044212717	0.041026437	0.039127036	0.0372289	0.035297546	0.033552833	0.031995095	0.030756074	0.029502993	0.028248445	0.027243923	0.026379526	0.025642251	0.024884588	0.023985841	0.023114561	0.022323047	0.021608299
900	World	75	0.126117001	0.124094972	0.116906463	0.106852646	0.103025906	0.098445943	0.094593619	0.090157934	0.087118371	0.083521374	0.078472592	0.073597962	0.068551827	0.06384662	0.06093438	0.05807195	0.055241416	0.052755629	0.050451265	0.048464163	0.046585993	0.044760052	0.043218592	0.041856456	0.040680528	0.039565511	0.038330332	0.037109732	0.035937133	0.034832081
900	World	80	0.17967586	0.176684983	0.166162174	0.155681954	0.151886833	0.147016617	0.142242024	0.13662296	0.131024559	0.125842179	0.118881387	0.111777517	0.104581018	0.097845582	0.093510605	0.089313986	0.085283498	0.081851806	0.078532892	0.075430443	0.072684855	0.070098309	0.067786148	0.065686824	0.063852852	0.062251764	0.060619226	0.058968365	0.057272879	0.055599103
900	World	85	0.248961641	0.244815879	0.230285039	0.22075667	0.21770366	0.213250952	0.20774609	0.201100058	0.191840468	0.184741815	0.175613269	0.16574307	0.155932681	0.146700305	0.140510785	0.13459907	0.129088575	0.124553608	0.11995153	0.115288933	0.111417781	0.107891393	0.104537198	0.101405802	0.098638032	0.096418698	0.094375984	0.092250874	0.089883416	0.087425123
900	World	90	0.333588111	0.328247636	0.309476939	0.302668715	0.301241576	0.298162129	0.2923705	0.285161125	0.271339775	0.262219298	0.25098706	0.238093663	0.225484084	0.213531883	0.205170575	0.197277022	0.190143669	0.184489522	0.178427545	0.171774729	0.166582381	0.162018825	0.157375291	0.152914074	0.148925603	0.145996751	0.143628921	0.141074975	0.137926366	0.134472638
900	World	95	0.430272498	0.423928903	0.401413353	0.39901898	0.400013622	0.399244507	0.393804435	0.386766116	0.368175997	0.357318529	0.344515637	0.32888825	0.3138061	0.299387199	0.28884478	0.278990372	0.270373904	0.263824173	0.256343083	0.247462154	0.240935937	0.235414671	0.229369283	0.223387208	0.217981105	0.214359948	0.211891201	0.209096635	0.205171593	0.200603948
900	World	100	0.538261447	0.53155975	0.507380363	0.510508777	0.514267248	0.516378501	0.512152485	0.506379046	0.484696657	0.473336344	0.460591276	0.444039404	0.428304365	0.413178546	0.401610855	0.390933682	0.381997208	0.375566795	0.367619302	0.357405758	0.350402657	0.344755871	0.338011981	0.331126386	0.32485665	0.321110478	0.319177183	0.316806918	0.312724413	0.30763116
947	Sub-Saharan Africa	0	0.218156761	0.200925554	0.184749477	0.170572367	0.157463674	0.145007704	0.135642607	0.129494609	0.125684625	0.11523765	0.099647955	0.083300832	0.069190745	0.058457799	0.051207176	0.04560337	0.041032681	0.037211421	0.034010854	0.031294873	0.029022593	0.027053976	0.025340438	0.023832267	0.022497776	0.02129636	0.020198148	0.019200775	0.018291663	0.01742875
947	Sub-Saharan Africa	1	0.044773516	0.04004135	0.035720863	0.03249953	0.02929395	0.026298673	0.023926449	0.022386985	0.022278951	0.019627761	0.015870651	0.01176128	0.008907794	0.007269052	0.006400892	0.005711582	0.00512252	0.004605345	0.004155291	0.003760592	0.003414564	0.003105416	0.002830096	0.002584041	0.00236388	0.002160281	0.001974551	0.001806843	0.001657176	0.001518282
947	Sub-Saharan Africa	5	0.012965901	0.011444678	0.01018112	0.009183785	0.008150804	0.007228777	0.006577478	0.006085763	0.006414149	0.005824507	0.005418414	0.004515814	0.003554187	0.002963466	0.002639945	0.002358498	0.002116741	0.001910125	0.001735028	0.001579549	0.001441611	0.001320865	0.001212914	0.001116165	0.001030575	0.000951361	0.000881418	0.000816436	0.000757167	0.000701048
947	Sub-Saharan Africa	10	0.006301115	0.005691777	0.00510498	0.004637293	0.004243047	0.003799333	0.003493926	0.003304398	0.003498689	0.003426472	0.003384723	0.002970434	0.002449892	0.002098374	0.001869147	0.00168098	0.001517249	0.00137343	0.001254179	0.00115161	0.001062776	0.000984335	0.000913216	0.000850757	0.000794986	0.000745168	0.000699138	0.000657061	0.000617722	0.000580124
947	Sub-Saharan Africa	15	0.00797781	0.007317678	0.006668407	0.006099894	0.005541478	0.005025409	0.004661078	0.004417552	0.004529924	0.004458682	0.004306372	0.003769933	0.003185563	0.002804855	0.00251657	0.002273869	0.00207305	0.001896916	0.001750155	0.001626203	0.001520933	0.001430569	0.001346442	0.001272814	0.001206873	0.001147765	0.001092556	0.001041186	0.000993162	0.000946324
947	Sub-Saharan Africa	20	0.010781902	0.009902246	0.00907981	0.008354115	0.007600613	0.006865117	0.006382801	0.006063136	0.006262454	0.006260692	0.006084673	0.005212144	0.004360846	0.003834471	0.003459379	0.003141993	0.002874827	0.002647704	0.002456521	0.002293222	0.002155567	0.002038435	0.001929805	0.001833175	0.001744865	0.001666224	0.001591037	0.001520802	0.001454583	0.00138997
947	Sub-Saharan Africa	25	0.0119371	0.010938233	0.010026733	0.009269832	0.008479632	0.007668896	0.007146955	0.006902034	0.007381166	0.007712848	0.007646884	0.006384793	0.005185173	0.004480115	0.004027649	0.00365515	0.003346419	0.003082042	0.002863837	0.002671387	0.002508366	0.002369774	0.002242092	0.002128816	0.002023019	0.00192764	0.001836571	0.001750509	0.001669379	0.001589989
947	Sub-Saharan Africa	30	0.012491202	0.011503827	0.01055064	0.009781187	0.009002022	0.008239261	0.007749577	0.007602409	0.008508533	0.009406962	0.009576885	0.007920676	0.006284567	0.005333433	0.004798797	0.004327185	0.003951238	0.00363437	0.003373253	0.003145861	0.002946575	0.002776264	0.002619844	0.002481555	0.00235339	0.00223551	0.002122803	0.002016225	0.001915351	0.001817399
